siren,siret,denominationUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr�cise
813670627,81367062700013,,,96.02A,,106,,,,RUE,DE LA MARNE,33500,LIBOURNE,,,33243,,,,,332430960_B,445067.91077634826,6429702.428692966,,A,,,96.02A,106 RUE DE LA MARNE 33500 LIBOURNE
813699022,81369902200022,EXCEL BEAUTE,,96.02A,,6,,,,RUE,JEAN JAURES,33660,SAINT-SEURIN-SUR-L'ISLE,,,33478,,,,,334780110_B,463535.53124235466,6439440.078285294,,A,KERATINE COIFFURE BY FRED,,96.02A,6 RUE JEAN JAURES 33660 SAINT-SEURIN-SUR-L'ISLE
813810611,81381061100018,ESTU'HAIR,,96.02A,,7,,,,QUAI,ALBERT PICHON,33250,PAUILLAC,,,33314,,,,,333140558_B,406019.7275068755,6462300.1713673975,,A,ESTU'HAIR,,96.02A,7 QUAI ALBERT PICHON 33250 PAUILLAC
813838414,81383841400023,MICKY BLISS,,96.02A,,5,,,,RUE,FRANCOIS MITTERRAND,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490507_B,406690.63445644086,6428646.952563395,,A,,,96.02A,5 RUE FRANCOIS MITTERRAND 33160 SAINT-MEDARD-EN-JALLES
813843158,81384315800029,,,96.02A,,,,,,COURS,DE VERDUN,33470,GUJAN-MESTRAS,,,33199,,,,,331990840_B,376571.10289005295,6401366.612416938,,A,,,96.02A, COURS DE VERDUN 33470 GUJAN-MESTRAS
813856846,81385684600023,,,96.02A,RES VILLA MARINE,41,,,,AVENUE,DE LA PLAGE,33740,ARES,,,33011,,,,,330110800_B,372403.81897272955,6415702.722016478,,A,,L'UNIV'HAIR,96.02A,RES VILLA MARINE 41 AVENUE DE LA PLAGE 33740 ARES
813869823,81386982300027,,,96.02A,,118,,,,RUE,ADRIEN NIAUD,33620,CEZAC,,,33123,,,,,331231270_B,431149.35901749437,6449344.680938076,,A,,BELLE'HOME,96.02A,118 RUE ADRIEN NIAUD 33620 CEZAC
813935582,81393558200045,,,96.02A,,61,,,,RUE,JEAN SAINT-MARC,33260,LA TESTE-DE-BUCH,,,33529,,,,,335291675_B,373686.65576714335,6400920.03145615,,A,,LAURENCE COIFFURE,96.02A,61 RUE JEAN SAINT-MARC 33260 LA TESTE-DE-BUCH
813946522,81394652200014,,,96.02A,,2,,,,,IMPASSE DU HOUDIN,33380,MIOS,,,33284,,,,,,,,,A,LM COIFFURE,LM COIFFURE A DOMICILE,96.02A,2 IMPASSE DU HOUDIN 33380 MIOS
814019964,81401996400018,AC'TIF,,96.02A,,11,,,,,GRAND RUE,33650,SAINT-SELVE,,,33474,,,,,334740338_B,424213.5179351731,6402955.9911748925,,A,,,96.02A,11 GRAND RUE 33650 SAINT-SELVE
814156931,81415693100028,LE 484 AVENUE,,96.02A,,484,,,,AVENUE,DE VERDUN,33700,MERIGNAC,,,33281,,,,,332812760_B,412057.77439173544,6422449.469733922,,A,CAMILLE ALBANE,CAMILLE ALBANE,96.02A,484 AVENUE DE VERDUN 33700 MERIGNAC
814190039,81419003900010,FOLIE DANS L'HAIR,,96.02A,,15,B,,,RUE,JACQUES VERGERON,33920,SAINT-SAVIN,,,33473,,,,,334730100_B,429185.49956650165,6454715.960031512,,A,FOLIE DANS L'HAIR,FOLIE DANS L'HAIR,96.02A,"15, B RUE JACQUES VERGERON 33920 SAINT-SAVIN"
814244208,81424420800017,RDV COIFFURE,,96.02A,CTRE CIAL LOT N 28,,,,,PLACE,DE L'EUROPE,33300,BORDEAUX,,,33063,,,,,330633320_B,417337.6364990221,6424270.159369126,,A,,GRAND PARC COIFFURE,96.02A,CTRE CIAL LOT N 28  PLACE DE L'EUROPE 33300 BORDEAUX
814407110,81440711000018,BARB'N'HAIR,,96.02A,,36,,,,RUE,LE CHAPELIER,33000,BORDEAUX,,,33063,,,,,33063buacv3_B,417136.84997642343,6423320.41921675,,A,BARB'N'HAIR,,96.02A,36 RUE LE CHAPELIER 33000 BORDEAUX
814407110,81440711000026,BARB'N'HAIR,,96.02A,,26,,,,RUE,LE CHAPELIER,33000,BORDEAUX,,,33063,,,,,33063buacv3_B,417136.84997642343,6423320.41921675,,A,BARB'N'HAIR POUR LES HOMMES,BARB'N'HAIR,96.02A,26 RUE LE CHAPELIER 33000 BORDEAUX
814465951,81446595100014,LE SALON DE COIFFURE FACON JULIETTE,,96.02A,RESIDENCE LE RESINEA,15,,,,AVENUE,LEON DELAGRANGE,33380,MIOS,,,33284,,,,,332840073_B,387724.59818687843,6397478.738536687,,A,,,96.02A,RESIDENCE LE RESINEA 15 AVENUE LEON DELAGRANGE 33380 MIOS
814474318,81447431800023,MCRF,,96.02A,,8,,,,RUE,DUFFOUR DUBERGIER,33000,BORDEAUX,,,33063,,,,,330632880_B,417497.7425658033,6421711.4483956965,,A,,METZ FLORENT HAIR STYTLIST,96.02A,8 RUE DUFFOUR DUBERGIER 33000 BORDEAUX
814683769,81468376900024,,,96.02A,,12,,,,RUE,DE NODIN,33470,LE TEICH,,,33527,,,,,335270269_B,380306.49405951356,6401181.011677278,,A,,FANNY HAIR STYLE,96.02A,12 RUE DE NODIN 33470 LE TEICH
814686275,81468627500011,,,96.02A,,30,,,,RUE,DE LA FORGE,33290,BLANQUEFORT,,,33056,,,,,330560260_B,413142.06196823536,6433202.777826903,,A,,,96.02A,30 RUE DE LA FORGE 33290 BLANQUEFORT
814797916,81479791600016,,,96.02A,,2,,,,PLACE,SCHUBERT,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501401_B,417505.47995693696,6413069.971392007,,A,SALON DE COIFFURE LA ROSE BRUNE,LE ROSE BRUNE,96.02A,2 PLACE SCHUBERT 33140 VILLENAVE-D'ORNON
814899167,81489916700013,LADY'S DESS,,96.02A,,24,T,,,ROUTE,DE VIREFOUGASSE,33460,SOUSSANS,,,33517,,,,,335171110_B,408646.37903999997,6444917.5253169825,,A,,,96.02A,"24, T ROUTE DE VIREFOUGASSE 33460 SOUSSANS"
814935565,81493556500014,EXELLENCE COIFFURE KAMAL,,96.02A,,189,,,,COURS,DE LA MARNE,33800,BORDEAUX,,,33063,,,,,330636065_B,418616.86188102793,6420683.418732613,,A,,,96.02A,189 COURS DE LA MARNE 33800 BORDEAUX
814970141,81497014100010,,,96.02A,LE PARC DU COCHET LOGT 1,1,,,,,PARC DE COCHET,33820,BRAUD-ET-SAINT-LOUIS,,,33073,,,,,,,,,A,,BELLA COIFFURE,96.02A,LE PARC DU COCHET LOGT 1 1 PARC DE COCHET 33820 BRAUD-ET-SAINT-LOUIS
815053814,81505381400019,SARL MONTBAZON,,96.02A,,13,B,,,RUE,MONTBAZON,33000,BORDEAUX,,,33063,,,,,330636500_B,417202.0792727642,6421885.182190687,,A,SCULPT,SCULPT,96.02A,"13, B RUE MONTBAZON 33000 BORDEAUX"
815172382,81517238200013,SALON DE COIFFURE DIONYSOS,,96.02A,,7,,,,AVENUE,DE LA BREDE,33850,LEOGNAN,,,33238,,,,,33238t3vl_B,415262.0383246763,6409427.373279065,,A,,,96.02A,7 AVENUE DE LA BREDE 33850 LEOGNAN
815177647,81517764700022,,,96.02A,RES LE HAMEAU DE NOAILLES BAT E4,,,,,RUE,DU HAUT CARRE,33400,TALENCE,,,33522,,,,,335221320_B,415693.81521976495,6418977.222363935,,A,,EVE,96.02A,RES LE HAMEAU DE NOAILLES BAT E4  RUE DU HAUT CARRE 33400 TALENCE
815239843,81523984300015,L'ATELIER DES FILLES BY CHRIS,,96.02A,,,,,,CLOS,DU VALLON,33240,PEUJARD,,,33321,,,,,33321bjvd3l_B,430276.19390110124,6444195.597628015,,A,,,96.02A, CLOS DU VALLON 33240 PEUJARD
815271721,81527172100012,,,96.02A,,30,,,,RUE,DU PRESIDENT WILSON,33500,LIBOURNE,,,33243,,,,,332431170_B,444170.6656028643,6429637.965041074,,A,SALON DE PARIS,SALON DE PARIS,96.02A,30 RUE DU PRESIDENT WILSON 33500 LIBOURNE
815271721,81527172100020,,,96.02A,,56,,,,RUE,VICTOR HUGO,33350,CASTILLON-LA-BATAILLE,,,33108,,,,,331080275_B,459451.70297271764,6421872.024892823,,A,,,96.02A,56 RUE VICTOR HUGO 33350 CASTILLON-LA-BATAILLE
815278122,81527812200032,,,96.02A,,20,,,,RUE,JEAN LOUIS FAURE,33220,SAINTE-FOY-LA-GRANDE,,,33402,,,,,334020100_B,479947.9778582187,6419753.399405072,,A,,,96.02A,20 RUE JEAN LOUIS FAURE 33220 SAINTE-FOY-LA-GRANDE
815308093,81530809300013,C.COIFFURE,,96.02A,,58,C,,,RUE,PACARIS,33400,TALENCE,,,33522,,,,,335221974_B,416866.0500116119,6417380.077954798,,A,TIFFANNIE COIFFURE,,96.02A,"58, C RUE PACARIS 33400 TALENCE"
815327721,81532772100016,,,96.02A,,23,,,,RUE,MAUBEC,33210,LANGON,,,33227,,,,,332270940_B,442254.47524342185,6389208.938379707,,A,CHEZ HICHAM,,96.02A,23 RUE MAUBEC 33210 LANGON
817475726,81747572600029,,,96.02A,,,,,,COURS,DU MARECHAL GALLIENI,33000,BORDEAUX,,,33063,,,,,330635990_B,415897.30639551603,6420023.107572363,,A,,JULITA RIO,96.02A, COURS DU MARECHAL GALLIENI 33000 BORDEAUX
817579261,81757926100014,,,96.02A,,11,,,,AVENUE,DES PINS,33127,SAINT-JEAN-D'ILLAC,,,33422,,,,,334220616_B,400938.4795823419,6419806.691452769,,A,,DM COIFFURE,96.02A,11 AVENUE DES PINS 33127 SAINT-JEAN-D'ILLAC
817605405,81760540500023,,,96.02A,EMPORIA - BAT A - LGT 10,78,,,,RUE,DE LANDEGRAND,33290,PAREMPUYRE,,,33312,,,,,333120442_B,414964.68255113333,6435517.683292482,,A,,FMHAIR,96.02A,EMPORIA - BAT A - LGT 10 78 RUE DE LANDEGRAND 33290 PAREMPUYRE
817715758,81771575800014,,,96.02A,,126,,,,RUE,MANDRON,33000,BORDEAUX,,,33063,,,,,330635880_B,417046.5434840023,6423702.211374767,,A,MICKAZ,MICKAZ,96.02A,126 RUE MANDRON 33000 BORDEAUX
817864127,81786412700011,LE 411,,96.02A,,141,,,,AVENUE,MONTAIGNE,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490840_B,406968.5740516064,6428616.187556041,,A,ADDICT PARIS,ADDICT PARIS,96.02A,141 AVENUE MONTAIGNE 33160 SAINT-MEDARD-EN-JALLES
817971419,81797141900020,,,96.02A,,38,,,,RUE,JEAN DUPERRIER,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490640_B,406984.5089438937,6428252.731758494,,A,,,96.02A,38 RUE JEAN DUPERRIER 33160 SAINT-MEDARD-EN-JALLES
818040610,81804061000029,JCLM,,96.02A,CTRE CIAL MERIGNAC SOLEIL LOCAL NO 129,17,,,,AVENUE,DE LA SOMME,33700,MERIGNAC,,,33281,,,,,332812665_B,410814.25920724083,6421226.131097349,,A,,,96.02A,CTRE CIAL MERIGNAC SOLEIL LOCAL NO 129 17 AVENUE DE LA SOMME 33700 MERIGNAC
818045866,81804586600014,MAGIC LIFE,,96.02A,,9,,,,RUE,DU MARECHAL FOCH,33150,CENON,,,33119,,,,,331191400_B,421205.4439939744,6423552.350441841,,A,,,96.02A,9 RUE DU MARECHAL FOCH 33150 CENON
818045866,81804586600022,MAGIC LIFE,,96.02A,,5,,,,PLACE,DE LA LIBERTE,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490710_B,407837.9,6427873.73,,A,,MAGIC LIFE 2,96.02A,5 PLACE DE LA LIBERTE 33160 SAINT-MEDARD-EN-JALLES
818322166,81832216600013,,,96.02A,,1,,,,ALLEE,FRANCOISE GIROUD,33310,LORMONT,,,33249,,,,,332490754_B,423744.9206954342,6426099.541075774,,A,,110 COUP',96.02A,1 ALLEE FRANCOISE GIROUD 33310 LORMONT
818417925,81841792500018,,,96.02A,,10,,,,RUE,CHARLES CHAUMET,33000,BORDEAUX,,,33063,,,,,33063ak50_B,414636.6135286574,6423206.356226394,,A,JOHANNA SEGALAT COIFFURE A DOMICILE,,96.02A,10 RUE CHARLES CHAUMET 33000 BORDEAUX
818435935,81843593500015,,,96.02A,,136,,,,RUE,DES TERRES DE BORDE,33800,BORDEAUX,,,33063,,,,,330638880_B,419112.03438997956,6420139.640956674,,A,MON SALON DE COIFFURE A BELCIER,,96.02A,136 RUE DES TERRES DE BORDE 33800 BORDEAUX
818515470,81851547000024,,,96.02A,APPT 1,26,,,,RUE,DES VIGNES,33800,BORDEAUX,,,33063,,,,,330639370_B,418322.119979323,6421171.705149446,,A,,ELO-HAIRDESIGNER,96.02A,APPT 1 26 RUE DES VIGNES 33800 BORDEAUX
818533382,81853338200029,,,96.02A,,197,,,,ROUTE,DE BRANDET,33910,SAVIGNAC-DE-L'ISLE,,,33509,,,,,335090090_B,445208.6097250618,6438025.394338833,,A,,,96.02A,197 ROUTE DE BRANDET 33910 SAVIGNAC-DE-L'ISLE
818634644,81863464400012,,,96.02A,,2,B,,,ROUTE,DE LA SAYE,33380,MIOS,,,33284,,,,,332840156_B,390807.14306584746,6395636.321095856,,A,,J'LO COIFFURE,96.02A,"2, B ROUTE DE LA SAYE 33380 MIOS"
818692519,81869251900015,COIFF' ISSAM,,96.02A,C CIAL BURK,,,,,AVENUE,DU MARECHAL JUIN,33700,MERIGNAC,,,33281,,,,,332811905_B,412547.2755080167,6419518.069204586,,A,,COIFF' ISSAM,96.02A,C CIAL BURK  AVENUE DU MARECHAL JUIN 33700 MERIGNAC
818699779,81869977900018,,,96.02A,,1244,,,,ROUTE,DES LANDES,33720,ILLATS,,,33205,,,,,33205mbx0_B,432548.8636206062,6394546.379971321,,A,,LE SALON DE MARVIN,96.02A,1244 ROUTE DES LANDES 33720 ILLATS
818755357,81875535700014,,,96.02A,,29,,,,AVENUE,DE PARIS,33240,CUBZAC-LES-PONTS,,,33143,,,,,331430055_B,427813.2139963351,6436210.33917436,,A,ALIZE COIFFURE,ALIZE COIFFURE,96.02A,29 AVENUE DE PARIS 33240 CUBZAC-LES-PONTS
818790834,81879083400019,,,96.02A,,,,,,ALLEE,DE L'USINE,33290,PAREMPUYRE,,,33312,,,,,333120561_B,414518.65398533485,6434333.579538276,,A,,,96.02A, ALLEE DE L'USINE 33290 PAREMPUYRE
819052481,81905248100028,,,96.02A,,,,,,,4 BIS ALLEE DE TOURNY,33490,SAINT-MACAIRE,,,33435,,,,,,,,,A,,L' INSTANT POUR SOI,96.02A, 4 BIS ALLEE DE TOURNY 33490 SAINT-MACAIRE
819170481,81917048100017,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAMONAC,,[ND],33500,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, SAMONAC
819240540,81924054000016,,,96.02A,CAZAUX,3,,,,RUE,DES BRUYERES,33260,LA TESTE-DE-BUCH,,,33529,,,,,3352930e0_B,370565.01707835344,6391454.347859431,,A,,LA COIFFURE A TOUT PRIS,96.02A,CAZAUX 3 RUE DES BRUYERES 33260 LA TESTE-DE-BUCH
819416157,81941615700017,,,96.02A,,245,,,,AVENUE,DU GENERAL DE GAULLE,33450,IZON,,,33207,,,,,332072190_B,434895.1986124238,6430172.429878576,,A,,NEW HAIR,96.02A,245 AVENUE DU GENERAL DE GAULLE 33450 IZON
819444316,81944431600023,,,96.02A,,180,,,,RUE,DAVID JOHNSTON,33000,BORDEAUX,,,33063,,,,,330632500_B,416404.88481072476,6423513.678655797,,A,HAUTE COIFFURE EVASION,,96.02A,180 RUE DAVID JOHNSTON 33000 BORDEAUX
819475153,81947515300022,,,96.02A,RES LE VILLAGE APPT 228,3,,,,RUE,JEAN-PAUL SARTRE,33320,EYSINES,,,33162,,,,,331620329_B,413105.8742611085,6424765.875843122,,A,,FLORIAN COIFF,96.02A,RES LE VILLAGE APPT 228 3 RUE JEAN-PAUL SARTRE 33320 EYSINES
819477282,81947728200019,ADDICT STE EULALIE,,96.02A,BAT A LOT 2,,,,,AVENUE,DE L’AQUITAINE,33560,SAINTE-EULALIE,,,33397,,,,,333970012_B,424450.4757536916,6428539.315472617,,A,ADDICT PARIS,ADDICT PARIS,96.02A,BAT A LOT 2  AVENUE DE L’AQUITAINE 33560 SAINTE-EULALIE
819580671,81958067100017,SALON LEVEL,,96.02A,,15,,,,COURS,DE TOURNON,33000,BORDEAUX,,,33063,,,,,330639025_B,417426.0059770046,6422631.414188953,,A,,,96.02A,15 COURS DE TOURNON 33000 BORDEAUX
819591173,81959117300011,RUGGIERO,,96.02A,RES PANORAMA LOT COMMERCIAL NO 2,64,,,,RUE,LUCIEN FAURE,33300,BORDEAUX,,,33063,,,,,330635725_B,419127.546691138,6424486.19200131,,A,MARINE RUGGIERO,MARINE RUGGIERO,96.02A,RES PANORAMA LOT COMMERCIAL NO 2 64 RUE LUCIEN FAURE 33300 BORDEAUX
819630518,81963051800036,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA REOLE,,[ND],33352,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, LA REOLE
819771072,81977107200025,,,96.02A,,15,,,,RUE,MAXIMILIEN FITTE,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490800_B,407269.9230053246,6428960.6046990575,,A,,,96.02A,15 RUE MAXIMILIEN FITTE 33160 SAINT-MEDARD-EN-JALLES
819799305,81979930500027,,,96.02A,,32,,,,ROUTE,DE LA CHAISE,33450,MONTUSSAN,,,33293,,,,,332930020_B,430135.54032853537,6425756.946502881,,A,,,96.02A,32 ROUTE DE LA CHAISE 33450 MONTUSSAN
819863663,81986366300020,,NINA,96.02A,,8,,,,ROUTE,DE LAGNET,33380,MIOS,,,33284,,,,,332840212_B,391598.32260302384,6397586.923713604,,A,,MARINA BRIONES,96.02A,8 ROUTE DE LAGNET 33380 MIOS
819870189,81987018900019,,,96.02A,,39,,,,AVENUE,DE LA REPUBLIQUE,33820,SAINT-CIERS-SUR-GIRONDE,,,33389,,,,,333890048_B,416787.8749944349,6472313.860002947,,A,LES PIO EN L'AIR,,96.02A,39 AVENUE DE LA REPUBLIQUE 33820 SAINT-CIERS-SUR-GIRONDE
819911389,81991138900032,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-SAVIN,,[ND],33473,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, SAINT-SAVIN
819947813,81994781300013,,,96.02A,,14,,,,AVENUE,LEON BLUM,33440,AMBARES-ET-LAGRAVE,,,33003,,,,,330030321_B,425425.65270735876,6432550.142820515,,A,,JULIA HAIR COLOR,96.02A,14 AVENUE LEON BLUM 33440 AMBARES-ET-LAGRAVE
819976101,81997610100033,,,96.02A,,7,,,,,LE BOURG,33126,LA RIVIERE,,,33356,,,,,,,,,A,L'ABECED'HAIR,TROUSSEREAU MELANIE,96.02A,7 LE BOURG 33126 LA RIVIERE
820172955,82017295500016,,COLAURIE,96.02A,,5,B,,,CHE,DE CHEVALIER MAISON 1,33133,GALGON,,,33179,,,,,,,,,A,,COLAURIE,96.02A,"5, B CHE DE CHEVALIER MAISON 1 33133 GALGON"
820192615,82019261500012,,,96.02A,,9,,,,ALLEE,DU TEYCHAN,33470,LE TEICH,,,33527,,,,,335270380_B,381030.36972189666,6400986.672826355,,A,,L' M' COIFFER,96.02A,9 ALLEE DU TEYCHAN 33470 LE TEICH
820192771,82019277100013,,,96.02A,,2483,,,,AVENUE,DE TOULOUSE,33140,CADAUJAC,,,33080,,,,,330800622_B,419938.0955795655,6410733.097472625,,A,COIFFURE NAIMA,COIFFURE NAIMA,96.02A,2483 AVENUE DE TOULOUSE 33140 CADAUJAC
820307064,82030706400015,HEURTAUX,,96.02A,CENTRE COMMERCIAL DE MADRAN,182,,,,AVENUE,DE MADRAN,33600,PESSAC,,,33318,,,,,333182110_B,411087.9527103092,6418453.922262053,,A,,,96.02A,CENTRE COMMERCIAL DE MADRAN 182 AVENUE DE MADRAN 33600 PESSAC
820462158,82046215800016,ENLIE,,96.02A,DU MARECHAL DE LATTRE DE TASSIGNY,101,,,,COURS,DU MARECHAL DE LATTRE DE TASSIGNY,33210,LANGON,,,33227,,,,,332270910_B,442441.9832036237,6388073.015027313,,A,,,96.02A,DU MARECHAL DE LATTRE DE TASSIGNY 101 COURS DU MARECHAL DE LATTRE DE TASSIGNY 33210 LANGON
820486249,82048624900023,CCO TALENCE,,96.02A,PARKING CENTRE CIAL E.LECLERC,,,,,RUE,PACARIS,33400,TALENCE,,,33522,,,,,335221974_B,416807.61923879926,6417467.120549803,,A,,,96.02A,PARKING CENTRE CIAL E.LECLERC  RUE PACARIS 33400 TALENCE
820553766,82055376600016,TEXIER MARIA,,96.02A,,6,,,,RUE,DE L’EGLISE,33340,LESPARRE-MEDOC,,,33240,,,,,332400500_B,391506.5367685995,6475169.974281428,,A,,,96.02A,6 RUE DE L’EGLISE 33340 LESPARRE-MEDOC
820556447,82055644700010,LB COIFFURE,,96.02A,,14,,,,RUE,DE L'EGLISE,33200,BORDEAUX,,,33063,,,,,330633095_B,414557.30063275126,6423398.4490731945,,A,,LB COIFFURE,96.02A,14 RUE DE L'EGLISE 33200 BORDEAUX
820780492,82078049200022,,,96.02A,,4,,,,AVENUE,ROGER SALENGRO,33130,BEGLES,,,33039,,,,,330391830_B,418540.7173215225,6418391.125269803,,A,MISS YAN,MISS YAN,96.02A,4 AVENUE ROGER SALENGRO 33130 BEGLES
820931566,82093156600013,,,96.02A,APPT G101  DE ROAILLAN,15,,,,RES,VOLUTIS,33210,LANGON,,,33227,,,,,,,,,A,,,96.02A,APPT G101  DE ROAILLAN 15 RES VOLUTIS 33210 LANGON
821023637,82102363700019,,,96.02A,,,,,,,FONTBERNARD,33570,MONTAGNE,,,33290,,,,,33290ux7wcu_B,452386.650712352,6433385.06319274,,A,,FAURE ANAIS,96.02A, FONTBERNARD 33570 MONTAGNE
821030707,82103070700037,LES FEES COULEURS,,96.02A,,3,,,,AVENUE,DE LA GARE,33740,ARES,,,33011,,,,,330110310_B,372656.07947409013,6416138.390810226,,A,,,96.02A,3 AVENUE DE LA GARE 33740 ARES
821054012,82105401200017,,,96.02A,,2,,,,CHEMIN,DE QUEYZAC,33340,QUEYRAC,,,33348,,,,,333480057_B,387013.6872902322,6480042.983796033,,A,,JENNIFER COIFFURE,96.02A,2 CHEMIN DE QUEYZAC 33340 QUEYRAC
821219854,82121985400030,,,96.02A,,117,,,,AVENUE,DE SAINT-MEDARD,33320,EYSINES,,,33162,,,,,331620540_B,411974.22,6424814.19,,A,LES TALENTUEUSES,LES TALENTUEUSES,96.02A,117 AVENUE DE SAINT-MEDARD 33320 EYSINES
821249349,82124934900019,,,96.02A,,59,,,,COURS,HERICART DE THURY,33120,ARCACHON,,,33009,,,,,330091050_B,369831.98390857916,6404457.636124925,,A,ANNA SAINT BRICE,ANNA SAINT BRICE,96.02A,59 COURS HERICART DE THURY 33120 ARCACHON
821339561,82133956100010,,,96.02A,RES ESMERALDA APT 11,9,,,,RUE,VICTOR HUGO,33260,LA TESTE-DE-BUCH,,,33529,,,,,335293150_B,371162.1598040065,6401235.2242822675,,A,LA P'TITE COUPE,LA P'TITE COUPE,96.02A,RES ESMERALDA APT 11 9 RUE VICTOR HUGO 33260 LA TESTE-DE-BUCH
821344132,82134413200013,L'ATELIER DES CISEAUX,,96.02A,,16,,,,AVENUE,GEORGES CLEMENCEAU,33500,LIBOURNE,,,33243,,,,,332430580_B,444345.4845126943,6429725.382173067,,A,,,96.02A,16 AVENUE GEORGES CLEMENCEAU 33500 LIBOURNE
821394723,82139472300018,CHEZ MEDUSE,,96.02A,,24,,,,RUE,DE LA BENAUGE,33100,BORDEAUX,,,33063,,,,,330630835_B,418930.5784977523,6421962.663994448,,A,,,96.02A,24 RUE DE LA BENAUGE 33100 BORDEAUX
821518826,82151882600010,,,96.02A,RES LE CLOS DES ALISIERS BAT D APP 206,10,,,,RUE,HENRI CARTIER-BRESSON,33320,EYSINES,,,33162,,,,,331620697_B,411850.484939848,6425195.841351784,,A,,L'ENDROIT&COIFFURE,96.02A,RES LE CLOS DES ALISIERS BAT D APP 206 10 RUE HENRI CARTIER-BRESSON 33320 EYSINES
821527041,82152704100015,,,96.02A,,22,,,,ALLEE,DIOGENE,33600,PESSAC,,,33318,,,,,333181023_B,410391.4430935515,6418622.878321679,,A,,L'ATELIER DE MIGUEL,96.02A,22 ALLEE DIOGENE 33600 PESSAC
821543832,82154383200017,AU TEMPS DES COULEURS,,96.02A,,90,,,,COURS,DE VERDUN,33000,BORDEAUX,,,33063,,,,,330639250_B,417669.9720006494,6423175.055090708,,A,COULEURS CHARTRONS,COULEURS CHARTRONS,96.02A,90 COURS DE VERDUN 33000 BORDEAUX
821612660,82161266000018,,,96.02A,,14,B,,,,GAILLON,33420,RAUZAN,,,33350,,,,,33350B022_C,,,,A,,,96.02A,"14, B GAILLON 33420 RAUZAN"
821801313,82180131300015,DARRIET JENNIFER,,96.02A,,,A,,,PLACE,SAINT-GERMAIN,33460,ARSAC,,,33012,,,,,330120200_B,409433.06359591574,6439902.665854538,,A,MON PETIT SALON,,96.02A,", A PLACE SAINT-GERMAIN 33460 ARSAC"
821829298,82182929800024,COIFF MEDARD,,96.02A,,34,,,,AVENUE,DESCARTES,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490390_B,408573.43937949033,6427384.940878954,,A,COIFF & CO,,96.02A,34 AVENUE DESCARTES 33160 SAINT-MEDARD-EN-JALLES
821944170,82194417000025,QUENTIN CALLEN,,96.02A,,44,,,,RUE,DE CHEVERUS,33000,BORDEAUX,,,33063,,,,,330632055_B,417531.1469590952,6421779.980822987,,A,,L'IMPERTINENCE,96.02A,44 RUE DE CHEVERUS 33000 BORDEAUX
822065751,82206575100015,,,96.02A,RES LA ROTONDE BAT B APP 110,7,,,,RUE,CONSTANT,33110,LE BOUSCAT,,,33069,,,,,330690450_B,414983.02539671864,6424727.537140641,,A,,CHRISTINA COIFFURE,96.02A,RES LA ROTONDE BAT B APP 110 7 RUE CONSTANT 33110 LE BOUSCAT
822102810,82210281000014,,,96.02A,LOT  L OREE DU BROUSTEY,9,,,,RUE,ROGER COUDERC,33440,AMBARES-ET-LAGRAVE,,,33003,,,,,330030600_B,424402.0364813827,6432749.814317992,,A,,LE CARRE CHIC,96.02A,LOT  L OREE DU BROUSTEY 9 RUE ROGER COUDERC 33440 AMBARES-ET-LAGRAVE
822140018,82214001800018,CINDY APPERTET,,96.02A,,20,,,,AVENUE,DU 18 JUIN 1940,33127,MARTIGNAS-SUR-JALLE,,,33273,,,,,332730096_B,401819.3383343275,6422967.669967451,,A,LE SALON,LE SALON,96.02A,20 AVENUE DU 18 JUIN 1940 33127 MARTIGNAS-SUR-JALLE
