siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
931632699,93163269900019,BERBERE,,56.10A,,7,,,,AV,DU 108E REGIMENT D'INFANTERIE,24100,BERGERAC,,,24037,,,,,24037t9fy_B,501611.02,6420676.73,,A,,BERBERE,56.10A,7 AV DU 108E REGIMENT D'INFANTERIE 24100 BERGERAC
931749691,93174969100016,CHEZ FLO,,56.10A,,106,,,,IMPASSE,DE BROUMET,24540,MARSALES,,,24257,,,,,24257n8em_B,532123.02,6400887.28,,A,,LE MARMITON,56.10A,106 IMPASSE DE BROUMET 24540 MARSALES
931869192,93186919200019,PAYSAN,,56.10A,,120,,,,RUE,DE L'EGLISE,24560,COLOMBIER,,,24126,,,,,241260190_B,504328.05,6411454.56,,A,,,56.10A,120 RUE DE L'EGLISE 24560 COLOMBIER
931871370,93187137000017,LES QUINQUAS,,56.10A,,,,,,,CREAVALLEE SUD ZONE COMMERCIALE,24660,SANILHAC,,,24312,,,,,,,,,A,,,56.10A, CREAVALLEE SUD ZONE COMMERCIALE 24660 SANILHAC
932032667,93203266700010,BISTROT LES CLUZEAUX,,56.10A,,33,,,,RUE,DE RIBERAC,24340,LA ROCHEBEAUCOURT ET ARGENTINE,,,24353,,,,,243530075_C,,,,A,,,56.10A,33 RUE DE RIBERAC 24340 LA ROCHEBEAUCOURT ET ARGENTINE
932228265,93222826500017,BRASSERIE DES CHTIS,,56.10A,,1743,,,,ROUTE,DE LA MENAURIE,24550,SAINT-CERNIN-DE-L'HERM,,,24386,,,,,243860510_B,544346.06,6395589.26,,A,LE PHENIX,LE PHENIX,56.10A,1743 ROUTE DE LA MENAURIE 24550 SAINT-CERNIN-DE-L'HERM
932233752,93223375200017,ROMALILO,,56.10A,MOULIN DE MARSAC,,,,,AVENUE,LOUIS SUDER,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560210_B,516346.24,6457705.06,,A,LE QUATUOR,LE QUATUOR,56.10A,MOULIN DE MARSAC  AVENUE LOUIS SUDER 24430 MARSAC-SUR-L'ISLE
932293558,93229355800015,COTE FONTAINES,,56.10A,,11,,,,RUE,DES FONTAINES,24100,BERGERAC,,,24037,,,,,240371880_B,501232.44,6420022.92,,A,,,56.10A,11 RUE DES FONTAINES 24100 BERGERAC
932662158,93266215800017,KASHMIR FOOD,,56.10A,,16,,18,,RUE,CHARLES MANGOLD,24000,PERIGUEUX,,,24322,,,,,243220950_B,520940.07,6456231.26,,A,,,56.10A,16 18 RUE CHARLES MANGOLD 24000 PERIGUEUX
932709835,93270983500015,FRABELITA,,56.10A,,81,,,,RUE,NEUVE Dƒ??ARGENSON,24100,BERGERAC,,,24037,,,,,240373240_B,501433.01,6420190.0,,A,,,56.10A,81 RUE NEUVE Dƒ??ARGENSON 24100 BERGERAC
933059701,93305970100013,,,56.10A,REBEYRAT,28,,,,IMPASSE,DU MEUNIER,24360,SAINT-BARTHELEMY-DE-BUSSIERE,,,24381,,,,,243810620_B,525749.97,6507182.71,,A,,,56.10A,REBEYRAT 28 IMPASSE DU MEUNIER 24360 SAINT-BARTHELEMY-DE-BUSSIERE
933100141,93310014100029,LE COIN DE LA RUE,,56.10A,,2,,,,RUE,VOLTAIRE,24000,PERIGUEUX,,,24322,,,,,243224280_B,521032.42,6456613.25,,A,,BISTROT VOLTAIRE,56.10A,2 RUE VOLTAIRE 24000 PERIGUEUX
933626707,93362670700014,AVE MARIA,,56.10A,,5,,,,RUE,DE LA VERTU,24000,PERIGUEUX,,,24322,,,,,243224190_B,521203.66,6456565.42,,A,,LE CLOS SAINT FRONT,56.10A,5 RUE DE LA VERTU 24000 PERIGUEUX
934569419,93456941900013,LDV,,56.10A,,38,,,,AVENUE,D'AQUITAINE,24490,LA ROCHE-CHALAIS,,,24354,,,,,243540040_B,464896.38,6454647.6,,A,,LE BONTEMPS,56.10A,38 AVENUE D'AQUITAINE 24490 LA ROCHE-CHALAIS
934882473,93488247300010,,,56.10A,,5,,,,AVENUE,DE LA DORDOGNE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200703_B,558974.19,6421417.74,,A,,LES FINES GUEULES,56.10A,5 AVENUE DE LA DORDOGNE 24200 SARLAT-LA-CANEDA
935269589,93526958900013,RGNL,,56.10A,,24,,,,ROUTE,GEORGES BRASSENS,24410,PARCOUL-CHENAUD,,,24316,,,,,2431619at_B,472358.7,6461822.52,,A,LE FLORINEIGE,,56.10A,24 ROUTE GEORGES BRASSENS 24410 PARCOUL-CHENAUD
938096443,93809644300016,FDM,,56.10A,,13,,,,PLACE,SAINT SILAIN,24000,PERIGUEUX,,,24322,,,,,243223650_B,520974.47,6456541.03,,A,GAMBRINUS,,56.10A,13 PLACE SAINT SILAIN 24000 PERIGUEUX
938133428,93813342800012,BRASSERIE LES DEUX GARES,,56.10A,,,,,,AVENUE,DE MADRAZES,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201380_C,,,,A,,,56.10A, AVENUE DE MADRAZES 24200 SARLAT-LA-CANEDA
938196797,93819679700014,"S.E.G.C.H.R. SOCIETE D'EXPLOITATION ET DE GESTION DE CAFES, HOTELS ET RESTAURANTS",,56.10A,LE BOURG,5557,,,,ROUTE,DE SAINTE NATHALENE,24200,SAINTE-NATHALENE,,,24471,,,,,244710860_C,,,,A,,,56.10A,LE BOURG 5557 ROUTE DE SAINTE NATHALENE 24200 SAINTE-NATHALENE
938303393,93830339300012,AU CAFE DES TILLEULS,,56.10A,,10,,,,PLACE,DES TILLEULS,24350,TOCANE-SAINT-APRE,,,24553,,,,,245530081_B,503624.11,6464709.98,,A,,AU CAFE DES TILLEULS,56.10A,10 PLACE DES TILLEULS 24350 TOCANE-SAINT-APRE
938966215,93896621500023,GONA,,56.10A,,49,,,,AVENUE,MARCEAU FEYRY,24100,BERGERAC,,,24037,,,,,240371824_B,502917.7,6422034.02,,A,LA FLAMBEE,LA FLAMBEE,56.10A,49 AVENUE MARCEAU FEYRY 24100 BERGERAC
939027033,93902703300017,JS HOTELLERIE,,56.10A,,14,,,,PLACE,LOUIS DE LA BARDONNIE,24100,BERGERAC,,,24037,,,,,240372704_C,501231.72,6420191.52,,A,AU BON VIVANT,AU BON VIVANT,56.10A,14 PLACE LOUIS DE LA BARDONNIE 24100 BERGERAC
939064515,93906451500017,L'AMARENA,,56.10A,,11,,,,PLACE,DE LA VICTOIRE,24340,MAREUIL EN PERIGORD,,,24253,,,,,242530260_B,500898.41,6486736.99,,A,,,56.10A,11 PLACE DE LA VICTOIRE 24340 MAREUIL EN PERIGORD
939141529,93914152900015,[ND],[ND],56.10A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOURGNAC,,[ND],24059,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10A, BOURGNAC
939156022,93915602200021,PASAGAMA SAS,,56.10A,,11,,,,PLACE,SAINT SILAIN,24000,PERIGUEUX,,,24322,,,,,243223650_B,520965.97,6456543.28,,A,BISTROT PAPOLLE,,56.10A,11 PLACE SAINT SILAIN 24000 PERIGUEUX
939551347,93955134700023,BUTTSTALLION,,56.10A,,3,,,,RUE,DE LA REPUBLIQUE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202100_B,559122.71,6422886.31,,A,,,56.10A,3 RUE DE LA REPUBLIQUE 24200 SARLAT-LA-CANEDA
939661146,93966114600018,F.A.P.,,56.10A,,9,,,,PLACE,DU MARECHAL DE LATTRE DE TASSIGNY,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200690_B,559205.17,6421526.5,,A,,,56.10A,9 PLACE DU MARECHAL DE LATTRE DE TASSIGNY 24200 SARLAT-LA-CANEDA
939952990,93995299000025,XHESIAN,,56.10A,,24,,,,RUE,DUGUESCLIN,24100,BERGERAC,,,24037,,,,,240371570_B,501493.04,6419920.5,,A,SIGNATURE RESTAURANT,SIGNATURE RESTAURANT,56.10A,24 RUE DUGUESCLIN 24100 BERGERAC
940051022,94005102200025,D&E DUNNE,,56.10A,,,,,,,MERIGAUD,24360,SAINT-ESTEPHE,,,24398,,,,,24398B052_C,,,,A,,,56.10A, MERIGAUD 24360 SAINT-ESTEPHE
940214091,94021409100024,CCB,,56.10C,,21,,,,RUE,ALBERIC CAHUET,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200040_B,559180.74,6422675.8,,A,,,56.10A,21 RUE ALBERIC CAHUET 24200 SARLAT-LA-CANEDA
940650674,94065067400028,ARYS,,56.10A,,,,,,,LE BOURG,24250,LA ROQUE-GAGEAC,,,24355,,,,,24355B006_C,,,,A,LE POINT DE VUE,,56.10A, LE BOURG 24250 LA ROQUE-GAGEAC
940824873,94082487300027,MAISON L&S,,56.10A,,7,,,,RUE,TOURNY,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202410_B,559204.04,6422609.73,,A,LE PETIT BISTROT,,56.10A,7 RUE TOURNY 24200 SARLAT-LA-CANEDA
940862048,94086204800045,CINE DINER RESTAURANT,,56.10A,CINEMA LE REX,17,,,,RUE,DE CAHORS,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200327_B,559189.25,6422328.87,,A,CDR,CINE DINER RESTAURANT,56.10A,CINEMA LE REX 17 RUE DE CAHORS 24200 SARLAT-LA-CANEDA
940989494,94098949400015,LA GRANDE OURSE,,56.10A,,1130,,,,ROUTE,DE BONNEMORT,24260,SAINT-CHAMASSY,,,24388,,,,,243880100_B,537076.64,6422040.57,,A,,,56.10A,1130 ROUTE DE BONNEMORT 24260 SAINT-CHAMASSY
941173569,94117356900018,KOUASSI PIZARRO,,56.10A,,8,,,,ROUTE,DE LA NAUVE,24100,CREYSSE,,,24145,,,,,241450051_B,505439.8,6419654.76,,A,,,56.10A,8 ROUTE DE LA NAUVE 24100 CREYSSE
941261125,94126112500012,CHRISTINE.D,,56.10A,LE BOURG,175,,,,PROMENADE,DE LA BATELLERIE,24250,LA ROQUE-GAGEAC,,,24355,,,,,24355ota5_B,556225.3,6415794.35,,A,LA FALAISE,,56.10A,LE BOURG 175 PROMENADE DE LA BATELLERIE 24250 LA ROQUE-GAGEAC
941374530,94137453000017,LE KASHMIR,,56.10A,,7,,,,RUE,PIERRE DE MAREUIL,24310,BRANTOME EN PERIGORD,,,24064,,,,,240640145_B,516077.03,6476824.15,,A,LE KASHMIR,LE KASHMIR,56.10A,7 RUE PIERRE DE MAREUIL 24310 BRANTOME EN PERIGORD
941489999,94148999900024,,,56.10A,,71,,,,,GRANDE RUE,24100,CREYSSE,,,24145,,,,,241450036_B,507900.65,6420343.54,,A,,LE RENAISSANCE,56.10A,71 GRANDE RUE 24100 CREYSSE
941536526,94153652600010,,,56.10A,,6440,,,,ROUTE,DES EYZIES,24200,SAINT-ANDRE-D'ALLAS,,,24366,,,,,243660190_B,550732.89,6425769.87,,A,,AUBERGE LACOMBE,56.10A,6440 ROUTE DES EYZIES 24200 SAINT-ANDRE-D'ALLAS
941720633,94172063300010,LE RIVAGE,,56.10A,,21,,,,RUE,TAILLEFER,24000,PERIGUEUX,,,24322,,,,,243223960_B,520988.73,6456384.3,,A,,,56.10A,21 RUE TAILLEFER 24000 PERIGUEUX
941822587,94182258700015,MYTHOS SAS,,56.10A,,12,,,,PLACE,LOUIS DE LA BARDONNIE,24100,BERGERAC,,,24037,,,,,240372704_C,,,,A,MYTHOS,MYTHOS,56.10A,12 PLACE LOUIS DE LA BARDONNIE 24100 BERGERAC
941880957,94188095700027,BJC,,56.10A,,,,,,ROUTE,DE LA LINOTTE,24260,LE BUGUE,,,24067,,,,,240671760_B,537202.95,6428328.64,,A,,,56.10A, ROUTE DE LA LINOTTE 24260 LE BUGUE
942008715,94200871500016,SARL VLOM,,56.10A,,638,,,,ROUTE,DE L'ABRI DE ROCHEREUIL,24350,GRAND-BRASSAC,,,24200,,,,,242000140_B,506413.09,6468718.18,,A,,,56.10A,638 ROUTE DE L'ABRI DE ROCHEREUIL 24350 GRAND-BRASSAC
942025693,94202569300014,PAPA POMPOY,,56.10A,CAMPING LES GROTTES DE ROFFY,,,,,,ROFFY,24200,SAINTE-NATHALENE,,,24471,,,,,24471B055_C,,,,A,,,56.10A,CAMPING LES GROTTES DE ROFFY  ROFFY 24200 SAINTE-NATHALENE
942154063,94215406300013,CARMEN,,56.10A,,3,,,,RUELLE,DE PORT LEON,24290,SAINT-LEON-SUR-VEZERE,,,24443,,,,,244430840_B,549394.84,6436388.33,,A,,,56.10A,3 RUELLE DE PORT LEON 24290 SAINT-LEON-SUR-VEZERE
942563735,94256373500011,EN AVANT GUINGUETTE,,56.10A,,11,,,,IMPASSE,DU VIEUX MOULIN,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560285_B,516601.15,6456891.87,,A,,,56.10A,11 IMPASSE DU VIEUX MOULIN 24430 MARSAC-SUR-L'ISLE
942684507,94268450700018,,,56.10A,LES MILANDES,20,,,,ROUTE,DU PETIT BOIS,24250,CASTELNAUD-LA-CHAPELLE,,,24086,,,,,24086w2be_B,551057.84,6415820.01,,A,,,56.10A,LES MILANDES 20 ROUTE DU PETIT BOIS 24250 CASTELNAUD-LA-CHAPELLE
942838152,94283815200026,VIAN,,56.10A,,4,,,,RUE,LAKANAL,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201180_B,559183.89,6422605.63,,A,L'ATELIER TAPAS,L'ATELIER TAPAS,56.10A,4 RUE LAKANAL 24200 SARLAT-LA-CANEDA
942863754,94286375400027,BMSL GROLEJAC,,56.10A,ROND-POINT LE BOURG,,,,,,DEPARTEMENTALE 704,24250,GROLEJAC,,,24207,,,,,,,,,A,,LE BM,56.10A,ROND-POINT LE BOURG  DEPARTEMENTALE 704 24250 GROLEJAC
942881053,94288105300014,[ND],[ND],56.10A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NONTRON,,[ND],24311,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10A, NONTRON
942974908,94297490800017,LACOUR - CSANYI,,56.10A,,819,,,,ROUTE,DES COLLINES,24360,SAINT-BARTHELEMY-DE-BUSSIERE,,,24381,,,,,243810190_B,525076.52,6507021.3,,A,,AUBERGE DU PRESBYTERE,56.10A,819 ROUTE DES COLLINES 24360 SAINT-BARTHELEMY-DE-BUSSIERE
942984972,94298497200011,CICCIO,,56.10A,,12,,,,RUE,DES DEPORTES,24150,LALINDE,,,24223,,,,,242230035_B,521293.35,6417858.8,,A,,LA PETITE CUILLERE,56.10A,12 RUE DES DEPORTES 24150 LALINDE
943003517,94300351700019,SMASHER'S,,56.10A,,8,,,,PLACE,ANDRE MAUROIS,24000,PERIGUEUX,,,24322,,,,,243220215_B,520841.39,6456568.88,,A,,,56.10A,8 PLACE ANDRE MAUROIS 24000 PERIGUEUX
943006544,94300654400010,L-O-S,,56.10A,,257,,,,ALLEE,DES GRANDS TILLEULS,24320,SAINT-PAUL-LIZONNE,,,24482,,,,,244821150_B,486988.09,6472866.77,,A,,,56.10A,257 ALLEE DES GRANDS TILLEULS 24320 SAINT-PAUL-LIZONNE
943043786,94304378600012,LE MUSEUM,,56.10A,LE BOURG SUD,4,,,,RUE,DU MOULIN,24620,LES EYZIES,,,24172,,,,,241720082_B,543355.54,6428278.93,,A,,,56.10A,LE BOURG SUD 4 RUE DU MOULIN 24620 LES EYZIES
943468140,94346814000018,LE RESTAURANT DE LA GARE,,56.10A,GARE,,,,,,ROUFFILLAC,24370,CARLUX,,,24081,,,,,24081B051_C,,,,A,,,56.10A,GARE  ROUFFILLAC 24370 CARLUX
943477562,94347756200020,CHEZ JEANNE,,56.10A,,24,,,,RUE,ALBERIC CAHUET,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200040_B,559173.04,6422684.53,,A,,,56.10A,24 RUE ALBERIC CAHUET 24200 SARLAT-LA-CANEDA
943701029,94370102900010,LINEA MILO,,56.10A,,41,,,,AVENUE,DE LA PREHISTOIRE,24620,LES EYZIES,,,24172,,,,,241720115_B,543161.22,6428506.25,,A,LA MILANAISE,,56.10A,41 AVENUE DE LA PREHISTOIRE 24620 LES EYZIES
943751420,94375142000010,SMITH SARL,,56.10A,,2556,,,,ROUTE,DU GRAND ETANG,24410,LA JEMAYE-PONTEYRAUD,,,24216,,,,,242168b68_B,486569.38,6454965.3,,A,,THE HANDSOME BOAR,56.10A,2556 ROUTE DU GRAND ETANG 24410 LA JEMAYE-PONTEYRAUD
944772136,94477213600015,LA TERRASSE ENCHANTEE,,56.10A,,1,,,,PLACE,DU GENERAL DE GAULLE,24480,LE BUISSON-DE-CADOUIN,,,24068,,,,,240680081_B,534815.2,6418388.17,,A,LA TERRASSE ENCHANTEE,LA TERRASSE ENCHANTEE,56.10A,1 PLACE DU GENERAL DE GAULLE 24480 LE BUISSON-DE-CADOUIN
945056299,94505629900023,MAISON WESSMAN HOSPITALITY,,56.10A,,386,,,,IMPASSE,DES VERDOTS,24560,CONNE-DE-LABARDE,,,24132,,,,,241321300_B,506568.64,6411581.33,,A,,,56.10A,386 IMPASSE DES VERDOTS 24560 CONNE-DE-LABARDE
945313245,94531324500017,RESTAURANT DE L'AUBERGE DE CADOUIN,,56.10A,,15,,,,PLACE,DE L'ABBAYE,24480,LE BUISSON-DE-CADOUIN,,,24068,,,,,240680005_B,531884.74,6414723.59,,A,,,56.10A,15 PLACE DE L'ABBAYE 24480 LE BUISSON-DE-CADOUIN
945348043,94534804300015,RESTAURANT BAR L'ISTANBUL,,56.10A,,93,,,,RUE,CHANZY,24000,PERIGUEUX,,,24322,,,,,243220930_B,520123.87,6456701.65,,A,,L'ISTANBUL,56.10A,93 RUE CHANZY 24000 PERIGUEUX
947876033,94787603300012,BERAN & JENN,,56.10A,,19,,,,PLACE,DU 8 MAI 1945,24700,SAINT-MARTIAL-D'ARTENSET,,,24449,,,,,244490001_B,479807.75,6439089.12,,A,,L'ARTENSET,56.10A,19 PLACE DU 8 MAI 1945 24700 SAINT-MARTIAL-D'ARTENSET
948751607,94875160700011,GARATXU,,56.10A,,1,,,,PLACE,DU CHAMP DE FOIRE,24160,EXCIDEUIL,,,24164,,,,,241640047_B,547354.0920685627,6472765.858695577,,A,,L'ANAGRAMME,56.10A,1 PLACE DU CHAMP DE FOIRE 24160 EXCIDEUIL
948808225,94880822500015,2V.M,,56.10A,,7,,,,PLACE,DE LA HALLE,24250,DOMME,,,24152,,,,,241520110_B,558821.6110506456,6413123.896257916,,A,L'AQUITALIE,L'AQUITALIE,56.10A,7 PLACE DE LA HALLE 24250 DOMME
948865696,94886569600025,S.A.S.U CHEZ PIERROT,,56.10A,,,,,,PLACE,DE LA RODE,24250,DOMME,,,24152,,,,,241520210_B,558825.1749414832,6412938.722950912,,A,LE MEDIEVAL,,56.10A, PLACE DE LA RODE 24250 DOMME
949120091,94912009100010,BISTRO LE PASSAGE,,56.10A,,3,,,,PLACE,DE LA LIBERTE,24390,TOURTOIRAC,,,24555,,,,,245550890_B,547725.9247383622,6465347.501145337,,A,BISTRO LE PASSAGE,BISTRO LE PASSAGE,56.10A,3 PLACE DE LA LIBERTE 24390 TOURTOIRAC
949301410,94930141000013,AUX MULTIPLES SAVEURS,,56.10A,,8,,,,PLACE,DE LA LIBERTE,24550,VILLEFRANCHE-DU-PERIGORD,,,24585,,,,,245850031_B,547383.0812262062,6394261.588395891,,A,,,56.10A,8 PLACE DE LA LIBERTE 24550 VILLEFRANCHE-DU-PERIGORD
949397343,94939734300029,LTGF,,56.10A,,,,,,ROUTE,DES EYZIES,24200,SAINT-ANDRE-D'ALLAS,,,24366,,,,,243660190_B,551273.098390905,6424993.367437574,,A,,,56.10A, ROUTE DES EYZIES 24200 SAINT-ANDRE-D'ALLAS
949397343,94939734300037,LTGF,,56.10A,,10,,,,ROUTE,DE BERGERAC,24220,SAINT-CYPRIEN,,,24396,,,,,243960014_B,545129.19,6420841.04,,A,,PIZZA NOSTRA,56.10A,10 ROUTE DE BERGERAC 24220 SAINT-CYPRIEN
949651400,94965140000010,CABANOIX ET CHATAIGNES,,56.10A,,3,,,,RUE,GEOFFROY DE VIVANS,24250,DOMME,,,24152,,,,,241520085_B,558862.8276553659,6413036.750624736,,A,,CABANOIX ET CHATAIGNES,56.10A,3 RUE GEOFFROY DE VIVANS 24250 DOMME
949806418,94980641800016,LE MARTIN PECHEUR,,56.10A,,3,,,,RUELLE,DE PORT LEON,24290,SAINT-LEON-SUR-VEZERE,,,24443,,,,,244430840_B,549394.8425919717,6436388.327577521,,A,LE MARTIN PECHEUR,LE MARTIN PECHEUR,56.10A,3 RUELLE DE PORT LEON 24290 SAINT-LEON-SUR-VEZERE
949839195,94983919500011,CHEZ GEORGETTE,,56.10A,,427,,,,CHEMIN,DE RIVAUX,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200901_B,556647.0411266771,6424925.290140842,,A,,,56.10A,427 CHEMIN DE RIVAUX 24200 SARLAT-LA-CANEDA
949850960,94985096000012,BHAI,,56.10A,,12,,,,PLACE,DOUBLET,24100,BERGERAC,,,24037,,,,,240371550_B,501259.23644055135,6419970.94983383,,A,MALO,MALO,56.10A,12 PLACE DOUBLET 24100 BERGERAC
949859359,94985935900018,,,56.10A,,1,,,,PLACE,LOUIS MAGNE,24000,PERIGUEUX,,,24322,,,,,243222450_B,520574.63265037874,6456590.370377144,,A,,,56.10A,1 PLACE LOUIS MAGNE 24000 PERIGUEUX
950792903,95079290300011,FOUR FOOD,,56.10A,,,,,,,LACOSTE,24290,MONTIGNAC-LASCAUX,,,24291,,,,,24291B119_C,,,,A,,LE IV,56.10A, LACOSTE 24290 MONTIGNAC-LASCAUX
951060235,95106023500011,,,56.10A,,3,,,,AVENUE,DE LA CANEDA,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200416_B,559802.4846200894,6421080.096741725,,A,,KHOB CHAI,56.10A,3 AVENUE DE LA CANEDA 24200 SARLAT-LA-CANEDA
951277656,95127765600017,LE REGAL,,56.10A,,20,,,,AVENUE,DE SARLAT,24590,SALIGNAC-EYVIGUES,,,24516,,,,,245160290_B,567576.3181982094,6431950.832461379,,A,LE REGAL,LE REGAL,56.10A,20 AVENUE DE SARLAT 24590 SALIGNAC-EYVIGUES
951284744,95128474400012,LE J RELAIS PLAISANCE,,56.10A,,1815,,,,ROUTE,D'OCCITANIE,24560,PLAISANCE,,,24168,,,,,24168qcmr_B,507018.54237834865,6403491.027216555,,A,LE RELAIS DE PLAISANCE,LE RELAIS DE PLAISANCE,56.10A,1815 ROUTE D'OCCITANIE 24560 PLAISANCE
951344258,95134425800011,L'ESCALE DE LARCHER,,56.10A,,853,,,,ROUTE,DU SOLEIL,24250,SAINT-AUBIN-DE-NABIRAT,,,24375,,,,,243750650_B,564232.031105216,6404339.242491166,,A,,,56.10A,853 ROUTE DU SOLEIL 24250 SAINT-AUBIN-DE-NABIRAT
951504885,95150488500017,[ND],[ND],56.10A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BESSE,,[ND],24039,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10A, BESSE
951580240,95158024000012,,,56.10A,,6,,,,RUE,DU PUITS LIMOGEANNE,24000,PERIGUEUX,,,24322,,,,,243223290_B,521086.18414901796,6456630.249205714,,A,,PEROU D'OR,56.10A,6 RUE DU PUITS LIMOGEANNE 24000 PERIGUEUX
951813674,95181367400011,L'OSTAL,,56.10A,,7,,,,RUE,DU PORT,24100,BERGERAC,,,24037,,,,,240373770_B,501182.19796020247,6419917.509111164,,A,L'OSTAL,L'OSTAL,56.10A,7 RUE DU PORT 24100 BERGERAC
951842970,95184297000018,,,56.10A,,,,,,ROUTE,DE LA ROUSSIE,24200,SAINTE-NATHALENE,,,24471,,,,,244710820_B,562820.6138154616,6425563.529469151,,A,,,56.10A, ROUTE DE LA ROUSSIE 24200 SAINTE-NATHALENE
951951813,95195181300017,CABON & CO,,56.10A,,3,,,,RUE,MONTAIGNE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201540_B,559251.1139245394,6422693.651108691,,A,,LE CHEVRE ET LE CHOU,56.10A,3 RUE MONTAIGNE 24200 SARLAT-LA-CANEDA
952055614,95205561400012,[ND],[ND],56.10A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THENAC,,[ND],24549,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10A, THENAC
952251007,95225100700011,PERFECT PLACE LA PLANCHA,,56.10A,,7,,,,AV,DU 108E REGIMENT Dƒ??INFANTERIE,24100,BERGERAC,,,24037,,,,,24037t9fy_B,501611.0150392635,6420676.73279457,,A,PERFECT PLACE LA PLANCHA,PERFECT PLACE LA PLANCHA,56.10A,7 AV DU 108E REGIMENT Dƒ??INFANTERIE 24100 BERGERAC
952338002,95233800200019,SARL LA MAURINIE,,56.10A,LIEU DIT LA MAURINIE,116,,,,RTE,DE L AUBERGE,24330,BASSILLAC ET AUBEROCHE,,,24026,,,,,,,,,A,LA MAURINIE,SARL LA MAURINIE,56.10A,LIEU DIT LA MAURINIE 116 RTE DE L AUBERGE 24330 BASSILLAC ET AUBEROCHE
952490704,95249070400022,BUFFET MODERNE,,56.10A,,15,,,,ALL,JACQUES DUCLOS,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,56.10A,15 ALL JACQUES DUCLOS 24330 BOULAZAC ISLE MANOIRE
952631000,95263100000017,LEANA,,56.10A,,12,,,,RUE,EGUILLERIE,24000,PERIGUEUX,,,24322,,,,,243221390_B,521013.99857610307,6456560.225250597,,A,LE RITUEL,LE RITUEL,56.10A,12 RUE EGUILLERIE 24000 PERIGUEUX
952639573,95263957300015,PANDA AND NGOY,,56.10A,,11,,,,RUE,DE L'ANCIEN PONT,24100,BERGERAC,,,24037,,,,,240370210_B,501226.48750328494,6419873.535763536,,A,LE CHAMOINE,LE CHAMOINE,56.10A,11 RUE DE L'ANCIEN PONT 24100 BERGERAC
952651065,95265106500015,,,56.10A,,4,,,,RUE,MODESTE,24000,PERIGUEUX,,,24322,,,,,243222760_B,520956.51,6456479.67,,A,,LE PETIT MODESTE,56.10A,4 RUE MODESTE 24000 PERIGUEUX
952810018,95281001800012,LA GUINGUETTE,,56.10A,,25,B,,,RUE,VICTOR HUGO,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,LA GUINGUETTE,56.10A,"25, B RUE VICTOR HUGO 24310 BRANTOME EN PERIGORD"
952832616,95283261600017,SAS LA SOURCE,,56.10A,,,,,,,LE BOURG,24620,TURSAC,,,24559,,,,,24559B021_C,,,,A,,RESTAURANT LA SOURCE,56.10A, LE BOURG 24620 TURSAC
953216975,95321697500011,LE VIN QUATRE,,56.10A,,14,,,,RUE,SAINT-CLAR,24100,BERGERAC,,,24037,,,,,240374180_B,501255.47209309397,6419867.7223455375,,A,,,56.10A,14 RUE SAINT-CLAR 24100 BERGERAC
953243243,95324324300011,SASU NIHAN,,56.10A,,45,T,,,RUE,BOURBARRAUD,24100,BERGERAC,,,24037,,,,,240370670_B,501331.0212545851,6420224.252622182,,A,,LE TAJMAHAL,56.10A,"45, T RUE BOURBARRAUD 24100 BERGERAC"
