siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
305836033,30583603301168,SERARE,COURTEPAILLE,56.10A,LA FEUILLERAIE,,,,,AVENUE,MICHEL GRANDOU,24750,TRELISSAC,,,24557,,,,,245570174_B,523065.131092465,6457018.424369655,,A,COURTEPAILLE,,56.10A,LA FEUILLERAIE  AVENUE MICHEL GRANDOU 24750 TRELISSAC
308670181,30867018100103,[ND],[ND],56.10A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EXCIDEUIL,,[ND],24164,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10A, EXCIDEUIL
309285187,30928518700022,LE SAINT PIERRE,HOTEL RESTAURANT CHARBONNEL,56.10A,,23,,,,RUE,VICTOR HUGO,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,LE BISTROT SAINT PIERRE,56.10A,23 RUE VICTOR HUGO 24310 BRANTOME EN PERIGORD
309292050,30929205000023,,HOTEL LES TOURNISSOUX,56.10A,,84,,,,AVENUE,DU 8 MAI 1945,24570,LE LARDIN-SAINT-LAZARE,,,24229,,,,,242290184_B,559976.9099795916,6449583.533774231,,A,LA TABLE GOURMANDE,,56.10A,84 AVENUE DU 8 MAI 1945 24570 LE LARDIN-SAINT-LAZARE
310538582,31053858200035,,,56.10A,,,,,,LD,ROUFFILLAC,24370,CARLUX,,,24081,,,,,,,,,A,,,56.10A, LD ROUFFILLAC 24370 CARLUX
313135279,31313527900047,,,56.10A,,,,,,LD,LD LACOSTE,24290,MONTIGNAC-LASCAUX,,,24291,,,,,,,,,A,LOU CANTOU,LOU CANTOU,56.10A, LD LD LACOSTE 24290 MONTIGNAC-LASCAUX
314391574,31439157400022,SARL LES COUPOLES,PIZZERIA LES COUPOLES,56.10A,,7,,,,RUE,DE LA CLARTE,24000,PERIGUEUX,,,24322,,,,,243221070_B,521138.4515557139,6456453.860164355,,A,,,56.10A,7 RUE DE LA CLARTE 24000 PERIGUEUX
316058692,31605869200013,,,56.10A,,,,,,,LA QUINTINIE,24350,TOCANE-SAINT-APRE,,,24553,,,,,24553B268_C,,,,A,,,56.10A, LA QUINTINIE 24350 TOCANE-SAINT-APRE
316366764,31636676400074,,BALLADE EN PERIGORD,56.10A,,19,,,,RUE,DE LA REPUBLIQUE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202100_B,559147.8020452283,6422752.533214522,,A,LA CLE DE VOUTE,,56.10A,19 RUE DE LA REPUBLIQUE 24200 SARLAT-LA-CANEDA
316434638,31643463800086,,,56.10A,,,,,,LD,RIGANAUD,24320,SAINT-PAUL-LIZONNE,,,24482,,,,,,,,,A,BAR RESTAURANT DE LA DOUANE,BAR RESTAURANT DE LA DOUANE,56.10A, LD RIGANAUD 24320 SAINT-PAUL-LIZONNE
316632611,31663261100018,MOULIN DU ROC,,56.10A,,,,,,AVENUE,EUGENE LE ROY,24530,CHAMPAGNAC-DE-BELAIR,,,24096,,,,,240960034_B,519610.1352260775,6479710.439968275,,A,,,56.10A, AVENUE EUGENE LE ROY 24530 CHAMPAGNAC-DE-BELAIR
319238176,31923817600014,,,56.10A,ECLUSE,,,,,,ECLUSE DE SALTEGOURDE,24660,COULOUNIEIX CHAMIERS,,,24138,,,,,24138B093_C,,,,A,BAR DE L'ECLUSE,,56.10A,ECLUSE  ECLUSE DE SALTEGOURDE 24660 COULOUNIEIX CHAMIERS
319634952,31963495200026,,,56.10A,LE ST GEORGES - CAZOULES,,,,,,LE BOURG,24370,PECHS-DE-L'ESPERANCE,,,24325,,,,,,,,,A,LE SAINT GEORGES,,56.10A,LE ST GEORGES - CAZOULES  LE BOURG 24370 PECHS-DE-L'ESPERANCE
320227309,32022730900038,,,56.10A,,,,,,,LE BOURG,24330,BASSILLAC ET AUBEROCHE,,,24026,,,,,,,,,A,LE PRESBYTERE,,56.10A, LE BOURG 24330 BASSILLAC ET AUBEROCHE
320270820,32027082000014,,HOTEL DE FRANCE,56.10A,STE ORSE,8,,,,PLACE,DE LA MAIRIE,24210,SAINTE-ORSE,,,24473,,,,,244730070_B,548834.55,6457854.2,,A,HOTEL DE FRANCE,HOTEL DE FRANCE,56.10A,STE ORSE 8 PLACE DE LA MAIRIE 24210 SAINTE-ORSE
323003996,32300399600010,LE GAMBETTA,CAFE LE GAMBETTA,56.10A,,22,,,,AVENUE,GAMBETTA,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200900_B,559108.1810532849,6423116.937519274,,A,,,56.10A,22 AVENUE GAMBETTA 24200 SARLAT-LA-CANEDA
323599456,32359945600015,LALY SARL,,56.10A,,96,,,,RUE,VICTOR HUGO,24000,PERIGUEUX,,,24322,,,,,243224240_B,520339.39519943437,6457102.939386533,,A,,,56.10A,96 RUE VICTOR HUGO 24000 PERIGUEUX
323926212,32392621200024,,,01.11Z,,,,,,LD,REGOU,24440,BEAUMONTOIS EN PERIGORD,,,24028,,,,,,,,,A,AUBERGE AU REGAL DE REGAU,,56.10A, LD REGOU 24440 BEAUMONTOIS EN PERIGORD
326224607,32622460700027,LA COUPOLE,PIZZERIA PEPPONE,56.10A,,,,,,,LE CHATEAU,24590,SAINT-GENIES,,,24412,,,,,,,,,A,LE CHATEAU,,56.10A, LE CHATEAU 24590 SAINT-GENIES
326817848,32681784800061,LE LUZARD,,56.10A,,,,,,,MAISON BELLEVUE,24270,ANGOISSE,,,24008,,,,,,,,,A,,,56.10A, MAISON BELLEVUE 24270 ANGOISSE
328132477,32813247700030,,,56.10A,,2,,,,RUE,PIERRE SEMARD,24800,THIVIERS,,,24551,,,,,245510650_B,537324.0779812413,6481894.373072405,,A,RESTAURANT L'AIR DU TEMPS,,56.10A,2 RUE PIERRE SEMARD 24800 THIVIERS
329645568,32964556800026,[ND],[ND],56.10A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CORNILLE,,[ND],24135,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10A, CORNILLE
330028283,33002828300043,,,56.10A,ST MICHEL LEPARON,,,,,,LE FENAGE,24490,LA ROCHE CHALAIS,,,24354,,,,,24354C285_C,,,,A,,,56.10A,ST MICHEL LEPARON  LE FENAGE 24490 LA ROCHE CHALAIS
330228297,33022829700033,,,56.10A,,2338,,,,ROUTE,DE LA VALLEE,24620,TURSAC,,,24559,,,,,245590930_B,545849.0270833757,6431820.699331092,,A,HIMALAYA EN PERIGORD - SORIG,HIMALAYA EN PERIGORD - SORIG,56.10A,2338 ROUTE DE LA VALLEE 24620 TURSAC
330552076,33055207600052,,,56.10A,,148,,,,ROUTE,DE BORDEAUX,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560050_B,514495.4165818912,6456668.201937547,,A,LA PRUNERIE,LA PRUNERIE,56.10A,148 ROUTE DE BORDEAUX 24430 MARSAC-SUR-L'ISLE
330777020,33077702000026,,CAFE RESTAURANT ROBERT,56.10A,,,,,,,,24460,AGONAC,,,24002,,,,,,,,,A,,,56.10A, 24460 AGONAC
333033181,33303318100012,EURL LAPEYRE,LE CHAI,56.10A,,,,,,LD,LE CHAI,24510,LIMEUIL,,,24240,,,,,,,,,A,,,56.10A, LD LE CHAI 24510 LIMEUIL
333078574,33307857400048,,,56.10A,,,,,,,LA COMBE,24260,LES EYZIES,,,24172,,,,,,,,,A,L'AUBERGE DE L'ETANG JOLI,,56.10A, LA COMBE 24260 LES EYZIES
333383131,33338313100013,C.I.G.SARL,,56.10A,,23,,,,COURS,FENELON,24000,PERIGUEUX,,,24322,,,,,243221520_B,521011.0911155597,6456195.5481069395,,A,,,56.10A,23 COURS FENELON 24000 PERIGUEUX
333803666,33380366600028,,,56.10A,,25,,,,RUE,VICTOR HUGO,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,LES DAMES GALANTES,56.10A,25 RUE VICTOR HUGO 24310 BRANTOME EN PERIGORD
335136438,33513643800017,,,56.10A,,,,,,PLACE,DE L'EGLISE,24560,ISSIGEAC,,,24212,,,,,242120007_B,510552.45073825994,6406310.561320171,,A,,,56.10A, PLACE DE L'EGLISE 24560 ISSIGEAC
337827042,33782704200017,LE MOULIN DE MALFOURAT,LA TOUR DES VENTS,56.10A,,,,,,,MALFOURAT,24240,MONBAZILLAC,,,24274,,,,,24274B114_C,,,,A,MOULIN DE MALFOURAT - LA TOUR DES VENTS,,56.10A, MALFOURAT 24240 MONBAZILLAC
342678919,34267891900032,,,56.10A,,28,,,,RUE,EGUILLERIE,24000,PERIGUEUX,,,24322,,,,,243221390_B,521081.587743134,6456544.496970415,,A,JOUR DE MARCHE,,56.10A,28 RUE EGUILLERIE 24000 PERIGUEUX
342781002,34278100200064,,,56.10A,,,,,,,LES DEUX PONTS,24600,VILLETOUREIX,,,24586,,,,,,,,,A,,,56.10A, LES DEUX PONTS 24600 VILLETOUREIX
343108494,34310849400026,,LE VESONE,56.10A,,77,,,,RUE,CLAUDE BERNARD,24000,PERIGUEUX,,,24322,,,,,243221080_B,520129.8389027778,6456051.505634159,,A,LE VESONE,,56.10A,77 RUE CLAUDE BERNARD 24000 PERIGUEUX
344971676,34497167600038,,,56.10A,,,,,,LD,LES MAGNANAS,24220,VEZAC,,,24577,,,,,,,,,A,,,56.10A, LD LES MAGNANAS 24220 VEZAC
347940702,34794070200058,LA TABLE PERIGOURDINE,LOU LE BRAOUDET,46.38B,,104,,,,RUE,ROBERT FOUSKMAN,24220,VEZAC,,,24577,,,,,245771010_B,555123.1700917572,6416983.84499839,,A,LE PADDOCK 135,,56.10A,104 RUE ROBERT FOUSKMAN 24220 VEZAC
349596213,34959621300018,BLANQUER,LE REGENT ET LE FESTIVAL,56.10A,,6,,,,PLACE,DE LA LIBERTE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201295_B,559205.4547672856,6422773.561090496,,A,,,56.10A,6 PLACE DE LA LIBERTE 24200 SARLAT-LA-CANEDA
349692301,34969230100014,LA METAIRIE,,56.10A,,,,,,LD,MILLAC,24150,MAUZAC-ET-GRAND-CASTANG,,,24260,,,,,,,,,A,,,56.10A, LD MILLAC 24150 MAUZAC-ET-GRAND-CASTANG
349855858,34985585800032,GRAND CAFE DE PARIS ET CASINO,,56.10A,,19,,,,BOULEVARD,MICHEL DE MONTAIGNE,24000,PERIGUEUX,,,24322,,,,,243222665_B,520959.61285311537,6456646.791871324,,A,,,56.10A,19 BOULEVARD MICHEL DE MONTAIGNE 24000 PERIGUEUX
350736468,35073646800017,ROBIN ET CIE,LA TAVERNE DES REMPARTS,56.10A,,5,,,,PLACE,DU CHATEAU DE BEYNAC,24220,BEYNAC-ET-CAZENAC,,,24040,,,,,240400252_B,553510.89,6417422.9,,A,LA TAVERNE DES REMPARTS,,56.10A,5 PLACE DU CHATEAU DE BEYNAC 24220 BEYNAC-ET-CAZENAC
352707111,35270711100014,,LA TERRASSE,56.10A,,,,,,,LA CROIX,24140,CAMPSEGRET,,,24077,,,,,24077B017_C,,,,A,,,56.10A, LA CROIX 24140 CAMPSEGRET
378720577,37872057700014,LE VIEUX LOGIS,HOTEL RESTAURANT LE VIEUX LOGIS,56.10A,,,,,,,LE VIEUX LOGIS,24510,TREMOLAT,,,24558,,,,,,,,,A,,,56.10A, LE VIEUX LOGIS 24510 TREMOLAT
378835771,37883577100015,ASSOC GESTION RESTAURANT ADMINIS SARLAT,,56.10A,HOTEL DES IMPOTS,,,,,AVENUE,DE SELVES,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202280_B,558958.3120601436,6423613.152471089,,A,,,56.10A,HOTEL DES IMPOTS  AVENUE DE SELVES 24200 SARLAT-LA-CANEDA
379272701,37927270100010,,,56.10A,,,,,,,LATIRE,24170,SAINT-POMPON,,,24488,,,,,,,,,A,,,56.10A, LATIRE 24170 SAINT-POMPON
379343908,37934390800016,RESTAURANT ADMINISTRATIF DES FINANCES,,56.10A,,6,B,,,RUE,DU DOCTEUR SIMOUNET,24100,BERGERAC,,,24037,,,,,240371515_B,501726.4792986434,6420291.009194907,,A,,,56.10A,"6, B RUE DU DOCTEUR SIMOUNET 24100 BERGERAC"
379519218,37951921800042,PINALIE GARNIER,,56.10A,,137,,,,RUE,DU 26 MARS 1944,24600,RIBERAC,,,24352,,,,,243521060_B,491428.7246924508,6465089.733725558,,A,,,56.10A,137 RUE DU 26 MARS 1944 24600 RIBERAC
380963264,38096326400037,TAN PHAT,,56.10A,,16,,,,COURS,SAINT GEORGES,24000,PERIGUEUX,,,24322,,,,,243223580_B,521387.1377514964,6455903.048880095,,A,,,56.10A,16 COURS SAINT GEORGES 24000 PERIGUEUX
381347350,38134735000039,,CROQ'MAGNON,56.10C,,4,,,,PLACE,DU DOCTEUR CAYLA,24100,BERGERAC,,,24037,,,,,240371480_B,501199.0270424661,6419961.867597197,,A,ST GEORGES & DRAGON,,56.10A,4 PLACE DU DOCTEUR CAYLA 24100 BERGERAC
381347350,38134735000054,,CROQ'MAGNON,56.10C,LE MOULIN,,,,,PLACE,PELISSIERE,24100,BERGERAC,,,24037,,,,,240373390_B,501198.03587159555,6420042.354649341,,A,CROQ'MAGNON COTE NOIX,CROQ MAGNON,56.10A,LE MOULIN  PLACE PELISSIERE 24100 BERGERAC
381374032,38137403200047,LA FERME DU BOURNAT,"BOURNAT, VILLAGE, VIE, FETE EN 1900",91.02Z,,201,,,,ALLEE,PAUL-JEAN SOURIAU,24260,LE BUGUE,,,24067,,,,,240670141_B,536731.45206146,6425975.432378122,,A,BOURNAT RESTAURATION,,56.10A,201 ALLEE PAUL-JEAN SOURIAU 24260 LE BUGUE
381617315,38161731500019,,FERME AUBERGE DU TREUIL,56.10A,,,,,,LD,GRANGE DU TREUIL,24350,MONTAGRIER,,,24286,,,,,,,,,A,,,56.10A, LD GRANGE DU TREUIL 24350 MONTAGRIER
381702380,38170238000027,LES DELICES DE LAURALICE,,56.10A,,6,,,,RUE,DES TROIS CONILS,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202440_B,559096.0761005017,6422623.385680283,,A,,,56.10A,6 RUE DES TROIS CONILS 24200 SARLAT-LA-CANEDA
381737808,38173780800067,GHS,L'IMPREVU,56.10A,,10,,,,ROUTE,DES PECHS,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201760_B,560253.5078211046,6422255.1508595925,,A,HOTEL LE MAS DEL PECHS,,56.10A,10 ROUTE DES PECHS 24200 SARLAT-LA-CANEDA
381976463,38197646300020,SA LA CROIX BLANCHE,,56.10A,,,,,,,LE BOURG,24390,BADEFOLS-D ANS,,,24021,,,,,24021B015_C,,,,A,,,56.10A, LE BOURG 24390 BADEFOLS-D ANS
382411346,38241134600010,SARL LES HAUTS DE MARQUAY,,56.10A,,,,,,LD,LES MAURISSOUX,24620,MARQUAY,,,24255,,,,,,,,,A,,,56.10A, LD LES MAURISSOUX 24620 MARQUAY
382568509,38256850900030,,,56.10A,,,,,,,PLAINE DE L'ALBAREDE,24250,SAINT-CYBRANET,,,24395,,,,,,,,,A,,,56.10A, PLAINE DE L'ALBAREDE 24250 SAINT-CYBRANET
384133542,38413354200041,,,56.10A,,,,,,,LE BOURG,24550,CAMPAGNAC-LES-QUERCY,,,24075,,,,,24075B011_C,,,,A,LE CAMPAGNAC,LE CAMPAGNAC,56.10A, LE BOURG 24550 CAMPAGNAC-LES-QUERCY
384285946,38428594600016,SARL LAMBERT,LE PANORAMA,56.10A,,,,,,PLACE,DE LA HALLE,24250,DOMME,,,24152,,,,,241520110_B,558793.321553688,6413132.0909126345,,A,,,56.10A, PLACE DE LA HALLE 24250 DOMME
384916680,38491668000034,,LE PHA,56.10A,,5,,,,PLACE,DU 19 MARS 1962,24260,LE BUGUE,,,24067,,,,,240670300_B,536246.606056373,6426542.0215203725,,A,LE PHA,,56.10A,5 PLACE DU 19 MARS 1962 24260 LE BUGUE
385009634,38500963400028,ART HABITABLE LE JARDIN D'HELYS,,56.10A,SAINT MEDARD D'EXCIDEUIL,,,,,,DOMAINES DES GISSOUX,24160,SAINT MEDARD D'EXCIDEUIL,,,24463,,,,,,,,,A,,,56.10A,SAINT MEDARD D'EXCIDEUIL  DOMAINES DES GISSOUX 24160 SAINT MEDARD D'EXCIDEUIL
387838410,38783841000026,,,56.10A,,299,,,,ROUTE,DES PALOMBES,24610,MINZAC,,,24272,,,,,242720590_B,466529.84,6434982.19,,A,LE MINZAC,,56.10A,299 ROUTE DES PALOMBES 24610 MINZAC
387852155,38785215500010,,FERME AUBERGE DES FORGES DE LA VALADE,56.10A,,,,,,,LES FORGES DE LA VALADE,24360,BUSSEROLLES,,,24070,,,,,,,,,A,,,56.10A, LES FORGES DE LA VALADE 24360 BUSSEROLLES
388007809,38800780900014,BR@NTOME-LE FIL DE L'EAU,LE FIL DE L'EAU,56.10A,7 R CARNOT,21,,,,QUAI,QUAI BERTIN,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,56.10A,7 R CARNOT 21 QUAI QUAI BERTIN 24310 BRANTOME EN PERIGORD
388502072,38850207200027,M.C DEUX B.,,56.10A,,,,,,,MONFAUCON BEL AIR,24140,VILLAMBLARD,,,24581,,,,,,,,,A,,,56.10A, MONFAUCON BEL AIR 24140 VILLAMBLARD
388646689,38864668900033,COLIBRI,,56.10A,,72,,,,AVENUE,DE LA ROQUE,24100,CREYSSE,,,24145,,,,,241450065_B,506237.1450961968,6419994.637488522,,A,,,56.10A,72 AVENUE DE LA ROQUE 24100 CREYSSE
389624156,38962415600011,,RELAIS DU MOULIN,56.10A,,,,,,,CHARRIERAS,24750,TRELISSAC,,,24557,,,,,24557B021_C,,,,A,,,56.10A, CHARRIERAS 24750 TRELISSAC
391218682,39121868200030,,,56.10A,,4,,,,AVENUE,DES BOIS,24650,CHANCELADE,,,24102,,,,,241020010_B,516822.98153762973,6458971.252420006,,A,L'OREE DES BOIS,,56.10A,4 AVENUE DES BOIS 24650 CHANCELADE
391384138,39138413800015,,LE PETIT NICE,56.10A,,16,,,,RUE,CLAUDE BERNARD,24000,PERIGUEUX,,,24322,,,,,243221080_B,520220.99563460087,6455964.976117149,,A,,,56.10A,16 RUE CLAUDE BERNARD 24000 PERIGUEUX
391484136,39148413600018,LE RICHELIEU,,56.10A,,23,,,,RUE,DES CONFERENCES,24100,BERGERAC,,,24037,,,,,240371260_B,501167.6650535057,6420019.541970225,,A,,,56.10A,23 RUE DES CONFERENCES 24100 BERGERAC
391584778,39158477800024,LE ROND POINT,,56.10A,,,,,,,ZONE COMMERCIALE LE PORT,24170,SIORAC-EN-PERIGORD,,,24538,,,,,,,,,A,,,56.10A, ZONE COMMERCIALE LE PORT 24170 SIORAC-EN-PERIGORD
391866845,39186684500061,,MON COIN RESTO,56.10A,,33,,,,AV,DE LA PREHISTOIRE,24260,LES EYZIES,,,24172,,,,,,,,,A,O CROC MIGNON,O CROC MIGNON,56.10A,33 AV DE LA PREHISTOIRE 24260 LES EYZIES
392649182,39264918200087,,,56.10A,,14,,,,PRO,DE LA VEZERE,24260,LES EYZIES,,,24172,,,,,,,,,A,L ESCALE DES SAVEURS,,56.10A,14 PRO DE LA VEZERE 24260 LES EYZIES
392873741,39287374100046,,,56.10A,,11,,,,RUE,DU CHATEAU,24340,MAREUIL EN PERIGORD,,,24253,,,,,,,,,A,,,56.10A,11 RUE DU CHATEAU 24340 MAREUIL EN PERIGORD
393494471,39349447100021,,LOU BOUEIRADOUR,56.10A,,,,,,PLACE,DU CHATEAU,24630,JUMILHAC-LE-GRAND,,,24218,,,,,242180020_B,548557.0831423593,6490068.046250791,,A,,,56.10A, PLACE DU CHATEAU 24630 JUMILHAC-LE-GRAND
394239198,39423919800010,,,56.10A,,,,,,,LE BOURG,24410,ST VINCENT JALMOUTIERS,,,24511,,,,,24511B005_C,,,,A,,,56.10A, LE BOURG 24410 ST VINCENT JALMOUTIERS
394581458,39458145800053,AGAPES,,56.10C,,4,,,,RUE,DES CONSULS,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200560_B,559142.9742425124,6422860.406260582,,A,CHEZ VICKY,,56.10A,4 RUE DES CONSULS 24200 SARLAT-LA-CANEDA
394639587,39463958700010,HOTEL RESTAURANT LA TREILLE,,56.10A,,,,,,,LE PORT,24200,VITRAC,,,24587,,,,,24587B060_C,,,,A,,,56.10A, LE PORT 24200 VITRAC
394790190,39479019000059,SARL F.L.E,,56.10A,,,,,,PLACE,DU PEYROU,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201860_B,559198.110307104,6422672.1844771225,,A,,,56.10A, PLACE DU PEYROU 24200 SARLAT-LA-CANEDA
394903694,39490369400013,SOCIETE ITALIENNE LES ARCADES,RESTAURANT ITALIEN DES ARCADES,56.10A,PL DES ARCADES,3,,,,RUE,DU LOUP,24500,EYMET,,,24167,,,,,241670090_B,493689.73101135483,6399851.061519783,,A,,,56.10A,PL DES ARCADES 3 RUE DU LOUP 24500 EYMET
395212343,39521234300077,,,56.10A,,46,,,,AVENUE,DE LA RESISTANCE,24160,SAINT-MARTIAL-D'ALBAREDE,,,24448,,,,,244480070_B,545950.4376908096,6471579.006194274,,A,,AU QG24,56.10A,46 AVENUE DE LA RESISTANCE 24160 SAINT-MARTIAL-D'ALBAREDE
397541707,39754170700014,,RESTAURANT LE TUQUET,56.10A,,,,,,,LE TUQUET,24560,BOUNIAGUES,,,24054,,,,,24054B038_C,,,,A,RESTAURANT LE TUQUET,,56.10A, LE TUQUET 24560 BOUNIAGUES
397711615,39771161500062,SARL CREMERIE SOPHEPAT,,47.29Z,,33,,,,RUE,DES DIGITALES,24750,TRELISSAC,,,24557,,,,,245570055_B,522683.30315024906,6457979.39336244,,A,LA PIZZERIA ROMA,LA PIZZERIA ROMA,56.10A,33 RUE DES DIGITALES 24750 TRELISSAC
398302372,39830237200055,,,56.10A,,20,,,,AVENUE,DE LA LIBERATION,24210,THENON,,,24550,,,,,245500052_B,548410.8974544876,6450899.892577679,,A,,,56.10A,20 AVENUE DE LA LIBERATION 24210 THENON
399946482,39994648200011,,LES CLEDOUX,01.25Z,,,,,,,LES CLEDOUX,24370,PECHS-DE-L'ESPERANCE,,,24325,,,,,,,,,A,,,56.10A, LES CLEDOUX 24370 PECHS-DE-L'ESPERANCE
399996347,39999634700072,,,56.10A,CAMPING BEAU RIVAGE,,,,,LD,GAILLARDOU,24250,LA ROQUE-GAGEAC,,,24355,,,,,,,,,A,LA CABANE,,56.10A,CAMPING BEAU RIVAGE  LD GAILLARDOU 24250 LA ROQUE-GAGEAC
400146767,40014676700035,,LA PAGODE,56.10A,,8,,,,RUE,DU PALAIS,24600,RIBERAC,,,24352,,,,,243520820_B,491139.65033861087,6464493.979893345,,A,,,56.10A,8 RUE DU PALAIS 24600 RIBERAC
400695599,40069559900011,,LE RELAIS SAINT JACQUES,56.10A,ET 2 AV A CROIZAT,,,,,RUE,COUZINOU,24800,THIVIERS,,,24551,,,,,,,,,A,,,56.10A,ET 2 AV A CROIZAT  RUE COUZINOU 24800 THIVIERS
400862033,40086203300018,SARL PHILIP,,56.10A,,,,,,,LA GENEBRE,24260,LES EYZIES,,,24172,,,,,,,,,A,,,56.10A, LA GENEBRE 24260 LES EYZIES
400934147,40093414700010,SCDF MORAND ET BARNES WORTLEY,L'ENFANCE DE LARD,56.10A,,8,,,,PLACE,PELISSIERE,24100,BERGERAC,,,24037,,,,,240373390_B,501193.0194673735,6420038.736289568,,A,,,56.10A,8 PLACE PELISSIERE 24100 BERGERAC
401325980,40132598000027,,,56.10A,,12,,,,AV,DU LIEUTENANT GIFFAULT,24170,PAYS DE BELVES,,,24035,,,,,,,,,A,LES 7 CLOCHERS,,56.10A,12 AV DU LIEUTENANT GIFFAULT 24170 PAYS DE BELVES
401787700,40178770000053,,,56.10A,,,,,,,LES RIVIERS RN21,24460,NEGRONDES,,,24308,,,,,,,,,A,LA FRINGALE,,56.10A, LES RIVIERS RN21 24460 NEGRONDES
401885249,40188524900011,,,56.10A,,4,,,,RUE,MARC DUFRAISSE,24600,RIBERAC,,,24352,,,,,243520640_B,491353.7257542694,6464506.207879853,,A,,,56.10A,4 RUE MARC DUFRAISSE 24600 RIBERAC
401987235,40198723500017,,CAFE DES SPORTS CHEZ BOUBA,56.10A,,,,,,,BOURG,24600,CELLES,,,24090,,,,,,,,,A,,,56.10A, BOURG 24600 CELLES
402138424,40213842400013,,,56.10A,,,,,,,LE BOURG,24800,SAINT-PIERRE-DE-COLE,,,24485,,,,,,,,,A,,,56.10A, LE BOURG 24800 SAINT-PIERRE-DE-COLE
402864300,40286430000023,,,56.10A,,,,,,,LE VIGNALOU,24370,CALVIAC-EN-PERIGORD,,,24074,,,,,,,,,A,,,56.10A, LE VIGNALOU 24370 CALVIAC-EN-PERIGORD
404582918,40458291800029,,LE RELAIS DES CHASSEURS,56.10A,,39,,,,AVENUE,DE LA LIBERATION,24210,THENON,,,24550,,,,,245500052_B,548390.67,6450889.28,,A,LE RELAIS DES CHASSEURS,,56.10A,39 AVENUE DE LA LIBERATION 24210 THENON
404741183,40474118300044,LE QUATRE SAISONS,,56.10C,,2,,,,COUR,DES FONTAINES,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200820_B,559241.2868330888,6422594.21914534,,A,LA FONTAINE,,56.10A,2 COUR DES FONTAINES 24200 SARLAT-LA-CANEDA
404860322,40486032200027,LES 2 BUFFETS SARL,BUFFET DE LA GARE,56.10A,LA GARE,11,,,,RUE,DENIS PAPIN,24000,PERIGUEUX,,,24322,,,,,243221300_B,520096.7300875039,6456762.659083878,,A,,,56.10A,LA GARE 11 RUE DENIS PAPIN 24000 PERIGUEUX
408648558,40864855800026,SARL QUEENY,,56.10A,ET 1.RUE ST GERVAIS,1,B,,,RUE,SAINT GERVAIS,24000,PERIGUEUX,,,24322,,,,,243223590_B,520145.40128579724,6456560.810749444,,A,,,56.10A,"ET 1.RUE ST GERVAIS 1, B RUE SAINT GERVAIS 24000 PERIGUEUX"
409860764,40986076400045,,L'ODYSSEE,56.10A,,,,,,PLACE,DU CHAMP DE FOIRE,24470,SAINT-SAUD-LACOUSSIERE,,,24498,,,,,244980023_B,529740.1284439281,6496172.193599594,,A,,,56.10A, PLACE DU CHAMP DE FOIRE 24470 SAINT-SAUD-LACOUSSIERE
410344584,41034458400017,SARL GIGINO,,56.10A,,85,,,,RUE,DU DOCTEUR ROUX,24100,BERGERAC,,,24037,,,,,240371510_B,502222.3927690263,6420908.453013995,,A,,,56.10A,85 RUE DU DOCTEUR ROUX 24100 BERGERAC
410442362,41044236200027,,,56.10A,,,,,,,MONDANEL,24150,COUZE-ET-SAINT-FRONT,,,24143,,,,,24143ljqc88_B,518032.73888492363,6417059.235576244,,A,L'AUTRUCHE GOURMANDE,,56.10A, MONDANEL 24150 COUZE-ET-SAINT-FRONT
410912836,41091283600039,,LA ROTISSERIE DU PERIGORD,56.10C,,11,,,,PLACE,DE LA CITE,24000,PERIGUEUX,,,24322,,,,,243221050_B,520479.11531839636,6456184.264577638,,A,ROTISSERIE DU PERIGORD,,56.10A,11 PLACE DE LA CITE 24000 PERIGUEUX
