siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
895136760,89513676000017,ASSOCIATION POUR LE BIEN ETRE DE LA MERE ET DE L'ENFANT,,96.09Z,Q04 RESIDENCE LES ALLEES DU DOMAINE DE,31,B,,,RUE,CHATEAUBRIAND,24100,BERGERAC,,,24037,,,,,240371090_B,500114.7350974905,6419524.240839378,,A,,,96.09Z,"Q04 RESIDENCE LES ALLEES DU DOMAINE DE 31, B RUE CHATEAUBRIAND 24100 BERGERAC"
895167476,89516747600012,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MAREUIL EN PERIGORD,,[ND],24253,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, MAREUIL EN PERIGORD
897581492,89758149200013,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ABJAT-SUR-BANDIAT,,[ND],24001,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, ABJAT-SUR-BANDIAT
897728994,89772899400012,,,96.09Z,,12,,,,RUE,DU DOCTEUR DAUDE LAGRAVE,24520,MOULEYDIER,,,24296,,,,,,,,,A,,,96.09Z,12 RUE DU DOCTEUR DAUDE LAGRAVE 24520 MOULEYDIER
897768602,89776860200020,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THENAC,,[ND],24549,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, THENAC
897788295,89778829500029,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BASSILLAC ET AUBEROCHE,,[ND],24026,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BASSILLAC ET AUBEROCHE
898168265,89816826500012,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VELINES,,[ND],24568,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, VELINES
898168471,89816847100024,,,96.09Z,,28,,,,RUE,DES CARRIERES,24400,SAINT-FRONT-DE-PRADOUX,,,24409,,,,,244090022_B,492675.57773645717,6442106.571660632,,A,,,96.09Z,28 RUE DES CARRIERES 24400 SAINT-FRONT-DE-PRADOUX
898193065,89819306500023,BIEN A SOI,,96.09Z,,9,,,,RTE,DE LA DOUBLE,24410,PARCOUL-CHENAUD,,,24316,,,,,,,,,A,,,96.09Z,9 RTE DE LA DOUBLE 24410 PARCOUL-CHENAUD
898374863,89837486300014,,,96.09Z,MARSANEIX,,,,,RTE,DE LA BORIE,24380,SANILHAC,,,24312,,,,,,,,,A,,TRUFFES ET MOUSTACHES 24,96.09Z,MARSANEIX  RTE DE LA BORIE 24380 SANILHAC
898504006,89850400600013,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PROISSANS,,[ND],24341,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, PROISSANS
898780465,89878046500024,,,96.09Z,,205,,,,ROUTE,DU CAYRE,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,,24356,,,,,243560084_B,539562.2758932107,6441220.012825883,,A,,TUT'HELP24,96.09Z,205 ROUTE DU CAYRE 24580 ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
898781513,89878151300012,,,96.09Z,LA GRANDE,,,,,,LES MEYNARDS,24600,RIBERAC,,,24352,,,,,,,,,A,,,96.09Z,LA GRANDE  LES MEYNARDS 24600 RIBERAC
898827266,89882726600021,,,96.09Z,PORTE 123,100,,,,RUE,JEAN FERRAT,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380735_B,518401.7814315617,6455098.470999955,,A,,,96.09Z,PORTE 123 100 RUE JEAN FERRAT 24660 COULOUNIEIX-CHAMIERS
898883962,89888396200018,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA FORCE,,[ND],24222,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LA FORCE
898955091,89895509100019,,,96.09Z,,,,,,LD,PUY OL FAURE,24640,CUBJAC-AUVEZERE-VAL D'ANS,,,24147,,,,,,,,,A,,,96.09Z, LD PUY OL FAURE 24640 CUBJAC-AUVEZERE-VAL D'ANS
899010565,89901056500021,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],TOCANE-SAINT-APRE,,[ND],24553,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, TOCANE-SAINT-APRE
899037055,89903705500022,,,47.99A,CHEZ MR COUTURIER MICKAEL,2,,,,IMPASSE,DE LEYPALOU,24430,ANNESSE-ET-BEAULIEU,,,24010,,,,,240100130_B,509750.0002460667,6455562.237995885,,A,,CONSEIL EN FORMATION,96.09Z,CHEZ MR COUTURIER MICKAEL 2 IMPASSE DE LEYPALOU 24430 ANNESSE-ET-BEAULIEU
899094890,89909489000030,,,96.09Z,,25,,,,RUE,BODIN,24000,PERIGUEUX,,,24322,,,,,243220670_B,520771.43,6456801.56,,A,,,96.09Z,25 RUE BODIN 24000 PERIGUEUX
899097182,89909718200013,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHAMPS-ROMAIN,,[ND],24101,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, CHAMPS-ROMAIN
899107999,89910799900018,,,96.09Z,,54,,,,ROUTE,DES 3 QUAIS A VENDANGE,24100,SAINT-LAURENT-DES-VIGNES,,,24437,,,,,244370130_B,497450.59213999275,6416809.641000037,,A,,CGPSY,96.09Z,54 ROUTE DES 3 QUAIS A VENDANGE 24100 SAINT-LAURENT-DES-VIGNES
899302947,89930294700028,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BRANTOME EN PERIGORD,,[ND],24064,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BRANTOME EN PERIGORD
899316277,89931627700016,AMGO,,96.09Z,,63,,,,IMPASSE,DENIS,24200,SAINTE-NATHALENE,,,24471,,,,,244710230_B,561749.048364607,6423923.676831304,,A,,,96.09Z,63 IMPASSE DENIS 24200 SAINTE-NATHALENE
899390207,89939020700020,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, PERIGUEUX
899449201,89944920100016,,,96.09Z,LOTISSEMENT LE MARMET,40,,,,ROUTE,DE COULOUNIEIX,24430,RAZAC-SUR-L'ISLE,,,24350,,,,,243500021_B,512411.3866538096,6454955.367755506,,A,,,96.09Z,LOTISSEMENT LE MARMET 40 ROUTE DE COULOUNIEIX 24430 RAZAC-SUR-L'ISLE
899470157,89947015700012,,,96.09Z,,,,,,,LES COMBES,24240,THENAC,,,24549,,,,,24549B034_C,,,,A,,ELINA PEN SERVICES,96.09Z, LES COMBES 24240 THENAC
899503247,89950324700012,,,96.09Z,,288,,,,CHE,DE LA MOULINE,24100,BERGERAC,,,24037,,,,,,,,,A,,,96.09Z,288 CHE DE LA MOULINE 24100 BERGERAC
899517189,89951718900044,,,96.09Z,,33,,,,RUE,FONT LAURIERE,24000,PERIGUEUX,,,24322,,,,,243221570_B,520226.82,6455764.59,,A,,,96.09Z,33 RUE FONT LAURIERE 24000 PERIGUEUX
899635841,89963584100013,,,96.09Z,,,,,,,LIEUDIT LABEILLE,24200,MARCILLAC-SAINT-QUENTIN,,,24252,,,,,,,,,A,,,96.09Z, LIEUDIT LABEILLE 24200 MARCILLAC-SAINT-QUENTIN
899812481,89981248100021,PSYCHES,,96.09Z,,215,,,,ROUTE,DU PONCHET,24440,MONSAC,,,24281,,,,,24281kdmi_B,516731.3755161222,6412378.869170075,,A,PSYCHES,PSYCHES,96.09Z,215 ROUTE DU PONCHET 24440 MONSAC
899822662,89982266200024,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BEAUREGARD-DE-TERRASSON,,[ND],24030,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BEAUREGARD-DE-TERRASSON
900008004,90000800400021,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHAMPCEVINEL,,[ND],24098,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, CHAMPCEVINEL
900040510,90004051000019,,,96.09Z,,,,,,ROUTE,DE LA FONTAINE DES MARES,24430,COURSAC,,,24139,,,,,241390182_B,514246.38299417787,6450372.819282005,,A,,CABINET PSY LACLOTTE,96.09Z, ROUTE DE LA FONTAINE DES MARES 24430 COURSAC
900274903,90027490300013,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BERGERAC
900329178,90032917800025,,,01.49Z,,57,,,,ROUTE,DES COTEAUX,24520,SAINT-AGNE,,,24361,,,,,243610kgy_B,513096.5349738494,6418590.173621257,,A,,AD CONCIERGERIE,96.09Z,57 ROUTE DES COTEAUX 24520 SAINT-AGNE
900389156,90038915600028,,,96.09Z,,41,,,,RUE,PRESIDENT WILSON,24000,PERIGUEUX,,,24322,,,,,243223240_B,520531.02,6456525.08,,A,,,96.09Z,41 RUE PRESIDENT WILSON 24000 PERIGUEUX
900515966,90051596600035,,,96.09Z,,27,,,,RUE,PAUL VALERY,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201703_B,559810.2266338633,6421877.48787662,,A,EI PASCUAL MARIA FERNANDA,ARTISAN MIX,96.09Z,27 RUE PAUL VALERY 24200 SARLAT-LA-CANEDA
900547167,90054716700024,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],AGONAC,,[ND],24002,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, AGONAC
900548397,90054839700026,,,96.09Z,,34,,,,RUE,DE PENELOP,24700,MENESPLET,,,24264,,,,,242640026_B,469378.28314243763,6439094.534791662,,A,,,96.09Z,34 RUE DE PENELOP 24700 MENESPLET
900552290,90055229000026,,,96.09Z,CHALET 2,61,,,,IMPASSE,DES CHALETS,24190,CHANTERAC,,,24104,,,,,241046ltf_B,498995.54,6457120.43,,A,,ADA PRIMAL,96.09Z,CHALET 2 61 IMPASSE DES CHALETS 24190 CHANTERAC
900564154,90056415400012,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, PERIGUEUX
900597535,90059753500013,,,96.09Z,,2,,,,PL,DU RELAIS DE POSTE,24240,SIGOULES-ET-FLAUGEAC,,,24534,,,,,,,,,A,,KREA'JO,96.09Z,2 PL DU RELAIS DE POSTE 24240 SIGOULES-ET-FLAUGEAC
900612458,90061245800035,,,96.09Z,,661,,,,ROUTE,DE BOISSEUILH,24390,CHERVEIX-CUBAS,,,24120,,,,,241200017_B,553528.75,6467280.5,,A,,,96.09Z,661 ROUTE DE BOISSEUILH 24390 CHERVEIX-CUBAS
900798307,90079830700014,,,96.09Z,,45,,,,RUE,DU PDT WILSON,24700,MONTPON-MENESTEROL,,,24294,,,,,242940394_C,,,,A,,LORINE PILOT,96.09Z,45 RUE DU PDT WILSON 24700 MONTPON-MENESTEROL
900814450,90081445000020,,,96.09Z,,8,,,,IMPASSE,DES BIARDS,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560040_B,515182.21345893363,6455525.9290956445,,A,,,96.09Z,8 IMPASSE DES BIARDS 24430 MARSAC-SUR-L'ISLE
901026583,90102658300012,,,96.09Z,,,,,,,LA BARRAT,24560,MONMARVES,,,24279,,,,,,,,,A,,ALINE PARISET OSTEOPATHE ANIMALIER,96.09Z, LA BARRAT 24560 MONMARVES
901249185,90124918500017,,,96.09Z,,,,,,IMPASSE,LOUCHEUR,24000,PERIGUEUX,,,24322,,,,,243222419_B,519737.4782587497,6458155.482442579,,A,,CHRISALIDE EVENTS,96.09Z, IMPASSE LOUCHEUR 24000 PERIGUEUX
901282418,90128241800010,,,96.09Z,,1,,,,RUE,DE BEAUMONT,24220,SAINT-CYPRIEN,,,24396,,,,,243960009_C,,,,A,,LES CHAPARDEURS,96.09Z,1 RUE DE BEAUMONT 24220 SAINT-CYPRIEN
901472183,90147218300028,,,96.09Z,,33,,,,RUE,DES ECOLIERS,24120,LES COTEAUX PERIGOURDINS,,,24117,,,,,2411755kx_B,571478.47,6446326.95,,A,,CHRYSTELEMARCHANDSOPHRO,96.09Z,33 RUE DES ECOLIERS 24120 LES COTEAUX PERIGOURDINS
901655050,90165505000010,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA DOUZE,,[ND],24156,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LA DOUZE
901708537,90170853700021,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, PERIGUEUX
901719823,90171982300014,,,96.09Z,,89,,,,IMPASSE,DE L'ABBE CHAVEROU,24110,BOURROU,,,24061,,,,,240610020_B,510822.2204886626,6441295.372871706,,A,,EPHETA,96.09Z,89 IMPASSE DE L'ABBE CHAVEROU 24110 BOURROU
901892422,90189242200022,,,96.09Z,,13,,,,RUE,LEON DESCHAMPS,24430,RAZAC-SUR-L'ISLE,,,24350,,,,,243500055_B,511728.7893647478,6454777.833378882,,A,,,96.09Z,13 RUE LEON DESCHAMPS 24430 RAZAC-SUR-L'ISLE
901973495,90197349500012,,,96.09Z,,3,,,,RUE,DE LA LIBERTE,24290,MONTIGNAC-LASCAUX,,,24291,,,,,242910225_B,555261.864138826,6442432.614001013,,A,,GHUELDRE NATUROPATHIE,96.09Z,3 RUE DE LA LIBERTE 24290 MONTIGNAC-LASCAUX
902062058,90206205800018,,,96.09Z,,71,,,,CHEMIN,DES TEMPLIERS,24650,CHANCELADE,,,24102,,,,,241020132_B,514014.6688001113,6459774.558924849,,A,,,96.09Z,71 CHEMIN DES TEMPLIERS 24650 CHANCELADE
902062058,90206205800034,,,96.09Z,,11,,,,RUE,DE LA MISERICORDE,24000,PERIGUEUX,,,24322,,,,,243222730_B,521160.4104310284,6456506.890797333,,A,,,96.09Z,11 RUE DE LA MISERICORDE 24000 PERIGUEUX
902082460,90208246000012,,,96.09Z,FALGUEYRAT,,,,,,LES LEBRATS,24560,PLAISANCE,,,24168,,,,,,,,,A,,FEE D'AME ET SENS,96.09Z,FALGUEYRAT  LES LEBRATS 24560 PLAISANCE
902135649,90213564900017,KIEMAI,,96.09Z,LIEU-DIT PARADOL,122,,,,RUE,BARBESSOU,24460,AGONAC,,,24002,,,,,,,,,A,,,96.09Z,LIEU-DIT PARADOL 122 RUE BARBESSOU 24460 AGONAC
902278704,90227870400017,,,96.09Z,,224,,,,ROUTE,DE FONT MENDOSSE,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,,24356,,,,,243560200_B,541803.4364581461,6440441.4107056325,,A,,TOUTOUDOU,96.09Z,224 ROUTE DE FONT MENDOSSE 24580 ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
902326685,90232668500010,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BERGERAC
902331727,90233172700013,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTIGNAC-LASCAUX,,[ND],24291,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, MONTIGNAC-LASCAUX
902414515,90241451500012,,,96.09Z,,1,,,,RUE,DE LA CURADE,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380393_B,519901.16518550005,6455410.058794411,,A,,WOUAFSCHOOL,96.09Z,1 RUE DE LA CURADE 24660 COULOUNIEIX-CHAMIERS
902631233,90263123300019,,,96.09Z,,17,,,,RUE,JEANNE D'ARC,24100,BERGERAC,,,24037,,,,,240372460_B,502197.72362734197,6420143.247000607,,A,,ENERGETIQUE CHINOISE,96.09Z,17 RUE JEANNE D'ARC 24100 BERGERAC
902643139,90264313900014,,,96.09Z,,49,,,,ROUTE,DE RIBERAC,24650,CHANCELADE,,,24102,,,,,241020093_B,515905.71817868366,6458021.348932032,,A,,,96.09Z,49 ROUTE DE RIBERAC 24650 CHANCELADE
902749639,90274963900024,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHANCELADE,,[ND],24102,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, CHANCELADE
902860626,90286062600024,,,96.09Z,,25,,,,RUE,FOUSSAL,24440,BEAUMONTOIS EN PERIGORD,,,24028,,,,,,,,,A,,,96.09Z,25 RUE FOUSSAL 24440 BEAUMONTOIS EN PERIGORD
903078400,90307840000012,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-CHAMASSY,,[ND],24388,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAINT-CHAMASSY
903089373,90308937300026,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOUNIAGUES,,[ND],24054,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BOUNIAGUES
903104321,90310432100026,,,96.09Z,"BATIMENT B2, APPT 57",29,,,,RUE,DU COULOBRE,24100,BERGERAC,,,24037,,,,,240371343_B,502629.7187879605,6422048.245206008,,A,,ANIMAL'CARE,96.09Z,"BATIMENT B2, APPT 57 29 RUE DU COULOBRE 24100 BERGERAC"
903129252,90312925200016,,,96.09Z,LIEU DIT GUEYJAT,2,,,,CHEMIN,DE LA MARE,24310,BOURDEILLES,,,24055,,,,,24055x0iv_B,511825.2462801996,6474647.924699231,,A,EI CATTEZ STEPHANIE,ALO VACANCES CANINS,96.09Z,LIEU DIT GUEYJAT 2 CHEMIN DE LA MARE 24310 BOURDEILLES
903198885,90319888500019,,,96.09Z,,9,,,,PLACE,FENELON,24210,THENON,,,24550,,,,,245500025_B,548342.5534065254,6450522.731950549,,A,,,96.09Z,9 PLACE FENELON 24210 THENON
903214153,90321415300012,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA ROCHE-CHALAIS,,[ND],24354,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LA ROCHE-CHALAIS
903363828,90336382800018,,,96.09Z,,,,,,,LA TREPINIE,24350,TOCANE-SAINT-APRE,,,24553,,,,,24553B098_C,,,,A,,NATURA LI DOG,96.09Z, LA TREPINIE 24350 TOCANE-SAINT-APRE
903439578,90343957800027,,,96.09Z,,,,,,,LA COMBE DU PECH,24200,CARSAC-AILLAC,,,24082,,,,,,,,,A,,,96.09Z, LA COMBE DU PECH 24200 CARSAC-AILLAC
903491074,90349107400030,,,96.09Z,,6,,,,ALLEE,DES TULIPES,24750,TRELISSAC,,,24557,,,,,245570278_B,523390.09,6456754.39,,A,,PRESSOTHERAPIE 24,96.09Z,6 ALLEE DES TULIPES 24750 TRELISSAC
903525996,90352599600034,,,96.09Z,,75,,,,RUE,SERGENT BONNELIE,24000,PERIGUEUX,,,24322,,,,,243223835_B,521533.72,6456185.37,,A,,MATHILDE CLERGERIE,96.09Z,75 RUE SERGENT BONNELIE 24000 PERIGUEUX
903534964,90353496400015,,,96.09Z,SAINTE ALVERE,,,,,,LE PECHAUNOU,24380,VAL DE LOUYRE ET CAUDEAU,,,24362,,,,,,,,,A,,UN REGARD BIENVEILLANT,96.09Z,SAINTE ALVERE  LE PECHAUNOU 24380 VAL DE LOUYRE ET CAUDEAU
903581411,90358141100027,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, PERIGUEUX
903650406,90365040600015,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MEDARD-DE-MUSSIDAN,,[ND],24462,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAINT-MEDARD-DE-MUSSIDAN
903792984,90379298400010,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THENAC,,[ND],24549,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, THENAC
904018264,90401826400013,,,96.09Z,,34,,,,RUE,GAMBETTA,24000,PERIGUEUX,,,24322,,,,,243221700_B,520687.5159223962,6456711.765186706,,A,,,96.09Z,34 RUE GAMBETTA 24000 PERIGUEUX
904055563,90405556300038,,,96.09Z,,14,,,,ALLEE,DE LA CHAUMARDIE,24750,TRELISSAC,,,24557,,,,,245571050_B,524913.97,6459720.63,,A,,EMILIE TECHER SOPHROLOGUE ET THERAPEUTE,96.09Z,14 ALLEE DE LA CHAUMARDIE 24750 TRELISSAC
904158896,90415889600020,,,96.09Z,,5,,,,RUE,RENE LESTIN,24000,PERIGUEUX,,,24322,,,,,243223390_B,520543.48843570007,6456725.0437808335,,A,,,96.09Z,5 RUE RENE LESTIN 24000 PERIGUEUX
904259835,90425983500018,,,96.09Z,,21,,,,RUE,RENAUDAT,24130,PRIGONRIEUX,,,24340,,,,,243400105_B,495460.94437372335,6420909.352293979,,A,,LISELE,96.09Z,21 RUE RENAUDAT 24130 PRIGONRIEUX
904315835,90431583500036,,,96.09Z,,9,,,,BOULEVARD,NESSMANN,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201630_B,559207.03,6422902.73,,A,,,96.09Z,9 BOULEVARD NESSMANN 24200 SARLAT-LA-CANEDA
904440351,90444035100024,,,96.09Z,LD LES FOSSETTES,8258,,,,ROUTE,DE LA VALLEE DE LA COUZE,24440,SAINT-AVIT-SENIEUR,,,24379,,,,,24379smew_B,524671.7973064615,6411875.043494424,,A,,,96.09Z,LD LES FOSSETTES 8258 ROUTE DE LA VALLEE DE LA COUZE 24440 SAINT-AVIT-SENIEUR
904753027,90475302700013,L'ATELIER DU BIEN-ETRE,,96.09Z,O BOIS DORMANT,,,,,,BOIS VERT,24800,LEMPZOURS,,,24238,,,,,,,,,A,,,96.09Z,O BOIS DORMANT  BOIS VERT 24800 LEMPZOURS
904939980,90493998000036,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MUSSIDAN,,[ND],24299,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, MUSSIDAN
905176129,90517612900013,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GROLEJAC,,[ND],24207,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, GROLEJAC
905176210,90517621000011,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SARLAT-LA-CANEDA,,[ND],24520,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SARLAT-LA-CANEDA
905176228,90517622800013,,,96.09Z,LES GUEROLLES,465,,,,RTE,SOLINHAC,24330,BASSILLAC ET AUBEROCHE,,,24026,,,,,,,,,A,,GRAZIELLA CHEMIN LOPEZ,96.09Z,LES GUEROLLES 465 RTE SOLINHAC 24330 BASSILLAC ET AUBEROCHE
905181418,90518141800013,,,96.09Z,,1278,,,,CHEMIN,DE TOUTERIVE,24100,BERGERAC,,,24037,,,,,240374552_B,498300.2942894845,6424409.037519499,,A,CAVAL 24,,96.09Z,1278 CHEMIN DE TOUTERIVE 24100 BERGERAC
905181467,90518146700010,,,96.09Z,,3,,,,RUE,GERVY,24430,RAZAC-SUR-L'ISLE,,,24350,,,,,243500142_B,511928.93665886077,6454102.314018229,,A,,LE MURMURE DES ANGES,96.09Z,3 RUE GERVY 24430 RAZAC-SUR-L'ISLE
905213062,90521306200011,,,96.09Z,,265,,,,RTE,LOUIS ARAGON,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,ELVIA CABIROL,96.09Z,265 RTE LOUIS ARAGON 24330 BOULAZAC ISLE MANOIRE
905235131,90523513100026,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHANCELADE,,[ND],24102,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, CHANCELADE
905281523,90528152300019,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE BUGUE,,[ND],24067,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LE BUGUE
905281531,90528153100012,,,96.09Z,,6,,,,RUE,GUILLAUME LOISEAU,24100,BERGERAC,,,24037,,,,,240372210_B,500698.67464290676,6419149.1675162995,,A,,BRUNO DIKOUME,96.09Z,6 RUE GUILLAUME LOISEAU 24100 BERGERAC
907714521,90771452100016,,,96.09Z,,45,,,,IMPASSE,DE LA NAUZE,24520,LAMONZIE-MONTASTRUC,,,24224,,,,,242240600_B,508312.94,6425299.98,,A,,A PAS DE VELOURS,96.09Z,45 IMPASSE DE LA NAUZE 24520 LAMONZIE-MONTASTRUC
908018732,90801873200028,,,96.09Z,,182,,,,CHEMIN,DU GARDE BARRIERE,24450,LA COQUILLE,,,24133,,,,,241330610_B,542137.34,6496962.22,,A,,ALCHIMIE ANIMALE,96.09Z,182 CHEMIN DU GARDE BARRIERE 24450 LA COQUILLE
908123789,90812378900038,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAVIGNAC-DE-MIREMONT,,[ND],24524,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAVIGNAC-DE-MIREMONT
908359318,90835931800015,,,96.09Z,,2,,,,,LEBOURG,24440,SAINT-AVIT-SENIEUR,,,24379,,,,,,,,,A,,,96.09Z,2 LEBOURG 24440 SAINT-AVIT-SENIEUR
908533821,90853382100025,INKA-CHIENS D'ASSISTANCE,,96.09Z,,8,,,,RUE,DES VIEILLES VIGNES,24190,SAINT-VINCENT-DE-CONNEZAC,,,24509,,,,,245090119_B,495335.27700292453,6454965.351607125,,A,,,96.09Z,8 RUE DES VIEILLES VIGNES 24190 SAINT-VINCENT-DE-CONNEZAC
908666795,90866679500012,,,96.09Z,,37,,,,AVENUE,JEAN JAURES,24650,CHANCELADE,,,24102,,,,,241020065_B,516567.91211032565,6458569.365133221,,A,,,96.09Z,37 AVENUE JEAN JAURES 24650 CHANCELADE
