siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
130002975,13000297500014,GIP BLANCHISSERIE INTER-HOSPITALIERE PERIGUEUX-RIBERAC-SARLAT,,96.01A,CENTRE HOSPITALIER,80,,,,AVENUE,GEORGES POMPIDOU,24000,PERIGUEUX,,,24322,,,,,243221775_B,521904.2368342382,6457602.863857376,,A,,,96.01A,CENTRE HOSPITALIER 80 AVENUE GEORGES POMPIDOU 24000 PERIGUEUX
378164727,37816472700026,BLANC NETTIS,BLANC NETTIS,96.01A,LD LA GRAVIERE,,,,,AV,ANDRE MAUROIS,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,96.01A,LD LA GRAVIERE  AV ANDRE MAUROIS 24310 BRANTOME EN PERIGORD
393125414,39312541400010,PERIGORD RESSOUR INSERT RECLAS HANDICAPE,,96.01A,,,,,,RUE,EUGENE LEROY,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470341_B,565891.1229136754,6450303.395665206,,A,,,96.01A, RUE EUGENE LEROY 24120 TERRASSON-LAVILLEDIEU
393125414,39312541400028,PERIGORD RESSOUR INSERT RECLAS HANDICAPE,,96.01A,,,,,,,,24570,LE LARDIN-SAINT-LAZARE,,,24229,,,,,,,,,A,,,96.01A, 24570 LE LARDIN-SAINT-LAZARE
517995916,51799591600049,ANETT SOLEIL,ANETT SOLEIL,96.01A,,43,,,,AVENUE,ANDRE MAUROIS,24310,BRANTOME EN PERIGORD,,,24064,,,,,240640010_B,516472.7,6476523.74,,A,,ANETT SOLEIL BLN,96.01A,43 AVENUE ANDRE MAUROIS 24310 BRANTOME EN PERIGORD
839580255,83958025500017,,,96.01A,,,,,,,LE BOURG,24560,MONTAUT,,,24287,,,,,,,,,A,,LAISSEZ FER SANDRINE,96.01A, LE BOURG 24560 MONTAUT
971503578,97150357800181,KALHYGE 1,,96.01A,ZA DES GABARES,10,,,,IMPASSE,DE LA BAILLARDIERE,24650,CHANCELADE,,,24102,,,,,24102ry0u_B,515768.8,6457558.98,,A,,,96.01A,ZA DES GABARES 10 IMPASSE DE LA BAILLARDIERE 24650 CHANCELADE
315135749,31513574900028,,PRESSING BELVESOIS,96.01B,,,,,,,,24170,PAYS DE BELVES,,,24035,,,,,,,,,A,,,96.01B, 24170 PAYS DE BELVES
315135749,31513574900036,,PRESSING BELVESOIS,96.01B,,33,,,,RUE,JACQUES MANCHOTTE,24170,PAYS DE BELVES,,,24035,,,,,,,,,A,,,96.01B,33 RUE JACQUES MANCHOTTE 24170 PAYS DE BELVES
316879840,31687984000015,BLANCHISSERIE BERGERACOISE,,96.01B,,26,B,,,RUE,DES FAURES,24100,BERGERAC,,,24037,,,,,240371760_B,501206.49214937794,6420441.4727492845,,A,,,96.01B,"26, B RUE DES FAURES 24100 BERGERAC"
324164920,32416492000013,SARL RISSE OLIVIER,COLORI'S,96.01B,,1,,,,PLACE,BUGEAUD,24000,PERIGUEUX,,,24322,,,,,243220730_B,520792.817532724,6456418.844249744,,A,,,96.01B,1 PLACE BUGEAUD 24000 PERIGUEUX
327039327,32703932700017,,,96.01B,,,,,,RUE,DE LA TOUR,24800,THIVIERS,,,24551,,,,,24551qqel19_B,537344.9179543575,6481657.861680021,,A,,,96.01B, RUE DE LA TOUR 24800 THIVIERS
342145372,34214537200039,,ESPACE LAVERIE LIBRE SERVICE,96.01B,CENTRE COMMERCIAL INTERMAR,,,,,,LA BRANDE OUEST,24200,SARLAT-LA-CANEDA,,,24520,,,,,24520B039_C,,,,A,,,96.01B,CENTRE COMMERCIAL INTERMAR  LA BRANDE OUEST 24200 SARLAT-LA-CANEDA
349391185,34939118500015,ETABLISSEMENTS POSSAMAI,,96.01B,CENTRE COMMERCIAL DU PONTET,,,,,,LE PONTET,24200,SARLAT-LA-CANEDA,,,24520,,,,,24520B218_C,,,,A,PRESSING SARLAT,LA CAFETERIA,96.01B,CENTRE COMMERCIAL DU PONTET  LE PONTET 24200 SARLAT-LA-CANEDA
352930887,35293088700018,SARL SO NA SEC,,96.01B,,13,,,,RUE,DE LA REPUBLIQUE,24000,PERIGUEUX,,,24322,,,,,243223400_B,520956.910055188,6456468.878092206,,A,,,96.01B,13 RUE DE LA REPUBLIQUE 24000 PERIGUEUX
352930887,35293088700042,SARL SO NA SEC,,96.01B,,2,,,,RUE,DU QUATRE SEPTEMBRE,24000,PERIGUEUX,,,24322,,,,,243223340_C,,,,A,,,96.01B,2 RUE DU QUATRE SEPTEMBRE 24000 PERIGUEUX
353413412,35341341200019,SOLAREP SARL,,96.01B,,,,,,,LES GRIMARDS,24230,MONTAZEAU,,,24288,,,,,24288B044_C,,,,A,,,96.01B, LES GRIMARDS 24230 MONTAZEAU
388562795,38856279500012,,PRESS 2000,96.01B,,2,,,,RUE,COLONEL RAYNAL,24000,PERIGUEUX,,,24322,,,,,243221160_B,520091.51475866826,6456082.060908183,,A,,,96.01B,2 RUE COLONEL RAYNAL 24000 PERIGUEUX
391218005,39121800500026,NOCADIS,SUPER U,47.11F,,24,,,,AVENUE,JULES FERRY,24300,NONTRON,,,24311,,,,,243110580_B,517903.1336314614,6495426.870383067,,A,,,96.01B,24 AVENUE JULES FERRY 24300 NONTRON
395242910,39524291000010,BERGERACOISE DE PRESSING,,96.01B,,,,,,,LA CAVAILLE,24100,BERGERAC,,,24037,,,,,,,,,A,,,96.01B, LA CAVAILLE 24100 BERGERAC
399310044,39931004400033,,,95.29Z,,7,,,,,RUE GAMBETTA,24160,EXCIDEUIL,,,24164,,,,,,,,,A,,,96.01B,7 RUE GAMBETTA 24160 EXCIDEUIL
399387679,39938767900034,SEMA (SOCIETE D'EXPLOITATION DE MATERIEL AUTOMATIQUE),,96.01B,,25,B,,,AVENUE,VICTOR HUGO,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470281_B,566398.9485420345,6449280.996534695,,A,,,96.01B,"25, B AVENUE VICTOR HUGO 24120 TERRASSON-LAVILLEDIEU"
410697205,41069720500012,,PRESS-ASTIER,96.01B,,15,,,,AVENUE,JULES FERRY,24110,SAINT-ASTIER,,,24372,,,,,243720200_B,505709.3334839843,6452519.43774601,,A,,,96.01B,15 AVENUE JULES FERRY 24110 SAINT-ASTIER
423035831,42303583100027,,PRESSING AQUALOGIA,96.01B,ROUTE DE BELVES,,,,,,LE PORT,24170,SIORAC-EN-PERIGORD,,,24538,,,,,,,,,A,PRESSING AQUALOGIA,,96.01B,ROUTE DE BELVES  LE PORT 24170 SIORAC-EN-PERIGORD
429900129,42990012900017,STE DE FAIT MALARD-VIGIE,PACIFIC SARLAT LAVERIE,96.01B,6 CTRE CIAL DU PONTET,,,,,AVENUE,DE LA DORDOGNE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200703_B,558831.2022212632,6421110.235129178,,A,,,96.01B,6 CTRE CIAL DU PONTET  AVENUE DE LA DORDOGNE 24200 SARLAT-LA-CANEDA
437576754,43757675400034,GAMBETTA LAVAGE,,96.01B,,61,,,,RUE,GAMBETTA,24000,PERIGUEUX,,,24322,,,,,243221700_B,520349.81341250497,6456836.2046372015,,A,LA LAVANDIERE,,96.01B,61 RUE GAMBETTA 24000 PERIGUEUX
437576754,43757675400042,GAMBETTA LAVAGE,,96.01B,,1,,,,RUE,DU LYS,24000,PERIGUEUX,,,24322,,,,,243222490_B,521060.42796061165,6456227.900090659,,A,LA LAVANDIERE,LA LAVANDIERE,96.01B,1 RUE DU LYS 24000 PERIGUEUX
441320173,44132017300038,,,96.01B,,,,,,AVENUE,GEORGES POMPIDOU,24700,MONTPON-MENESTEROL,,,24294,,,,,242940161_B,475343.9744695758,6438383.302912544,,A,,,96.01B, AVENUE GEORGES POMPIDOU 24700 MONTPON-MENESTEROL
449315506,44931550600047,SCARABLEU,,96.01B,,10,,,,PLACE,DE LA BOUQUERIE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200265_B,559380.7896902505,6422861.590998864,,A,A TAMBOUR BATTANT,A TAMBOUR BATTANT,96.01B,10 PLACE DE LA BOUQUERIE 24200 SARLAT-LA-CANEDA
450636626,45063662600019,,PRESSING LINDOIS,96.01B,,36,,,,RUE,DES MARTYRS,24150,LALINDE,,,24223,,,,,,,,,A,,,96.01B,36 RUE DES MARTYRS 24150 LALINDE
498818525,49881852500012,LAVERIE DE LA MADELEINE,,96.01B,,61,,,,RUE,ANATOLE FRANCE,24100,BERGERAC,,,24037,,,,,240370190_B,502245.40791859775,6419675.228679344,,A,,,96.01B,61 RUE ANATOLE FRANCE 24100 BERGERAC
502299779,50229977900012,PRESSING N 1,PRESSING N 1,96.01B,CD 32,,,,,,CRABOL,24100,BERGERAC,,,24037,,,,,24037B079_C,,,,A,,,96.01B,CD 32  CRABOL 24100 BERGERAC
502698442,50269844200048,CHEZ MAMAN - LAVERIE,J2L IMMOBILIER,96.01B,,19,,,,RUE,DU CHATEAU,24100,BERGERAC,,,24037,,,,,240371080_B,501174.6752656187,6419867.519852313,,A,,,96.01B,19 RUE DU CHATEAU 24100 BERGERAC
503935603,50393560300012,SARL LAVERIE GAMBETTA,,96.01B,,44,,,,PLACE,GAMBETTA,24100,BERGERAC,,,24037,,,,,240371990_B,501148.99228331173,6420549.4317747485,,A,LAVERIE GAMBETTA,,96.01B,44 PLACE GAMBETTA 24100 BERGERAC
504099102,50409910200023,MENDES ET FILS LAVERIE AUTOMATIQUE,AU LAVOIR LARDINOIS,96.01B,,20,,,,RUE,HAUPINOT,24570,LE LARDIN-SAINT-LAZARE,,,24229,,,,,,,,,A,,,96.01B,20 RUE HAUPINOT 24570 LE LARDIN-SAINT-LAZARE
508428554,50842855400036,,,96.01B,,8,,,,RTE,DE SAINT SEURIN,24230,VELINES,,,24568,,,,,,,,,A,PETITE LAVERIE AU FER CHAUD,,96.01B,8 RTE DE SAINT SEURIN 24230 VELINES
509958948,50995894800010,LAVERIES DE L'OCEAN,,96.01B,,6,,,,RUE,DES SPORTS,24000,PERIGUEUX,,,24322,,,,,243223900_B,517888.97282787145,6458062.196670097,,A,,,96.01B,6 RUE DES SPORTS 24000 PERIGUEUX
509958948,50995894800028,LAVERIES DE L'OCEAN,,96.01B,,7,,,,RUE,PIERRE SEMARD,24000,PERIGUEUX,,,24322,,,,,243223100_B,519967.01387641835,6457403.842654866,,A,,,96.01B,7 RUE PIERRE SEMARD 24000 PERIGUEUX
509958948,50995894800036,LAVERIES DE L'OCEAN,,96.01B,,18,,,,RUE,SAINT GEORGES,24400,MUSSIDAN,,,24299,,,,,242990251_B,492922.27903177054,6440966.200790788,,A,,,96.01B,18 RUE SAINT GEORGES 24400 MUSSIDAN
509958948,50995894800044,LAVERIES DE L'OCEAN,,96.01B,,9,,,,RUE,JEAN MOULIN,24110,SAINT-LEON-SUR-L'ISLE,,,24442,,,,,244420052_B,503725.4213861703,6449343.509933552,,A,,,96.01B,9 RUE JEAN MOULIN 24110 SAINT-LEON-SUR-L'ISLE
509958948,50995894800051,LAVERIES DE L'OCEAN,,96.01B,,1,,,,AVENUE,DE LA LIBERATION,24260,LE BUGUE,,,24067,,,,,240670105_B,536386.5246078582,6426357.020091162,,A,,,96.01B,1 AVENUE DE LA LIBERATION 24260 LE BUGUE
513115527,51311552700055,,,96.01B,,98,,,,RUE,DE LA BATELLERIE,24130,LE FLEIX,,,24182,,,,,241820035_B,482253.17103032826,6423342.4569766,,A,,,96.01B,98 RUE DE LA BATELLERIE 24130 LE FLEIX
513167791,51316779100039,,,96.01B,,2474,,,,ROUTE,DE LA NOIX,24420,SAVIGNAC-LES-EGLISES,,,24527,,,,,245271000_B,533073.24,6464532.32,,A,,,96.01B,2474 ROUTE DE LA NOIX 24420 SAVIGNAC-LES-EGLISES
517659264,51765926400173,LAVECO,,96.01B,RTE DU PERIGUEUX - PARKING SUPER U,,,,,,LE MAYNE,24160,SAINT MARTIAL D ALBAREDE,,,24448,,,,,24448B073_C,,,,A,LAVECO,LAVECO,96.01B,RTE DU PERIGUEUX - PARKING SUPER U  LE MAYNE 24160 SAINT MARTIAL D ALBAREDE
517659264,51765926400181,LAVECO,,96.01B,PARKING SUPER U,,,,,ALLEE,JACQUES DUCLOS,24750,BOULAZAC ISLE MANOIRE,,,24053,,,,,240530455_B,525441.45,6456410.31,,A,LAVECO,LAVECO,96.01B,PARKING SUPER U  ALLEE JACQUES DUCLOS 24750 BOULAZAC ISLE MANOIRE
518657887,51865788700049,,,47.99A,,4,,,,AVENUE,DE LA DORDOGNE,24590,SALIGNAC-EYVIGUES,,,24516,,,,,245160090_B,567687.0727882354,6431915.816176323,,A,,VAPEUR VERTE,96.01B,4 AVENUE DE LA DORDOGNE 24590 SALIGNAC-EYVIGUES
533953378,53395337800015,,,96.01B,LE PELAT,,,,,,LA PETITE GRANGE,24700,SAINT-BARTHELEMY-DE-BELLEGARDE,,,24380,,,,,,,,,A,,,96.01B,LE PELAT  LA PETITE GRANGE 24700 SAINT-BARTHELEMY-DE-BELLEGARDE
788549640,78854964000019,,,96.01B,,,,,,,GARROU,24240,SAUSSIGNAC,,,24523,,,,,24523B027_C,,,,A,,,96.01B, GARROU 24240 SAUSSIGNAC
788640530,78864053000044,,,96.01B,,238,,,,ROUTE,DE ROQUEBRUNE,24220,BEYNAC-ET-CAZENAC,,,24040,,,,,240400990_B,553954.6381706441,6417381.945089313,,A,,EI WILCZYNSKI MARYLENE - OLYMPIDE 24,96.01B,238 ROUTE DE ROQUEBRUNE 24220 BEYNAC-ET-CAZENAC
792855413,79285541300011,,,96.01B,,301,,,,ROUTE,DE LA DORDOGNE,24250,GROLEJAC,,,24207,,,,,242071kyp_B,565005.8090249529,6414772.545720265,,A,,,96.01B,301 ROUTE DE LA DORDOGNE 24250 GROLEJAC
793178351,79317835100029,J&C,,96.01B,,159,,,,RUE,DU COMMANDANT FRANCOIS PICHARDIE,24600,RIBERAC,,,24352,,,,,,491876.48,6465091.55,,A,PRESSING LAGON,,96.01B,159 RUE DU COMMANDANT FRANCOIS PICHARDIE 24600 RIBERAC
795341015,79534101500019,,,96.01B,,,,,,,LES QUATRE ROUTES,24250,CENAC ET SAINT JULIEN,,,24091,,,,,24091B112_C,,,,A,WASH'N DRY,,96.01B, LES QUATRE ROUTES 24250 CENAC ET SAINT JULIEN
797980141,79798014100023,LAVAGE TEXTILE AUTOS,,45.20A,,,,,,,LA MARGOT,24300,NONTRON,,,24311,,,,,24311B069_C,,,,A,,,96.01B, LA MARGOT 24300 NONTRON
797980141,79798014100056,LAVAGE TEXTILE AUTOS,,45.20A,,4,,,,AV,DOCTEUR DEVILLARD,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,96.01B,4 AV DOCTEUR DEVILLARD 24310 BRANTOME EN PERIGORD
800395881,80039588100017,,,96.01B,,,,,,,54 GRAND RUE,24380,VERGT,,,24571,,,,,,,,,A,,,96.01B, 54 GRAND RUE 24380 VERGT
817555741,81755574100047,,,96.01B,,247,,,,ROUTE,DU PIGNER BAS,24460,AGONAC,,,24002,,,,,240020400_B,523346.91,6463893.17,,A,,BEST LAVERY,96.01B,247 ROUTE DU PIGNER BAS 24460 AGONAC
821351608,82135160800012,SARL SARLAT PRESSING LINGE SERVICES,,96.01B,,,,,,AVENUE,DE LA DORDOGNE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200703_B,558831.2022212632,6421110.235129178,,A,,SARL SARLAT PRESSING LINGE SERVICES,96.01B, AVENUE DE LA DORDOGNE 24200 SARLAT-LA-CANEDA
828170399,82817039900020,DORDOGNE PRESSING,,96.01B,,,,,,,LA FEUILLERAIE,24750,TRELISSAC,,,24557,,,,,24557B106_C,,,,A,PRESSING LA FEUILLERAIE,,96.01B, LA FEUILLERAIE 24750 TRELISSAC
828503110,82850311000011,REPASS'DRIVE,,96.01B,,5,,,,RUE,LOUIS MIE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245201360_B,559197.8189386904,6423110.245746825,,A,,,96.01B,5 RUE LOUIS MIE 24200 SARLAT-LA-CANEDA
833842057,83384205700055,GAUTRIAUD,,96.01B,,30,,,,AVENUE,DU STADE,24490,LA ROCHE-CHALAIS,,,24354,,,,,243540660_B,465098.96726388985,6454707.939554905,,A,LAVERIE LIBRE SERVICE,,96.01B,30 AVENUE DU STADE 24490 LA ROCHE-CHALAIS
833842057,83384205700071,GAUTRIAUD,,96.01B,,28,,,,RUE,DU 26 MARS 1944,24600,RIBERAC,,,24352,,,,,243521060_B,491340.25,6464602.56,,A,LAVERIE LIBRE SERVICE,LAVERIE LIBRE SERVICE,96.01B,28 RUE DU 26 MARS 1944 24600 RIBERAC
844777821,84477782100027,GOURDON PRESSING,,96.01B,,479,,,,ROUTE,DU PECH DU LAC,24370,VEYRIGNAC,,,24574,,,,,245740145_B,567654.32,6414672.05,,A,,,96.01B,479 ROUTE DU PECH DU LAC 24370 VEYRIGNAC
848909867,84890986700014,LAVERIE D'ARGENSON,,96.01B,,63,,,,RUE,NEUVE D'ARGENSON,24100,BERGERAC,,,24037,,,,,240373240_B,501367.92882832454,6420137.1762760505,,A,,LAVERIE D'ARGENSON,96.01B,63 RUE NEUVE D'ARGENSON 24100 BERGERAC
849087341,84908734100012,,,96.01B,REZ DE CHAUSSEE,10,,,,PLACE,DE LA LIBERTE,24220,SAINT-CYPRIEN,,,24396,,,,,243960182_B,545402.6835130522,6420830.2559074685,,A,,AQUA LYS,96.01B,REZ DE CHAUSSEE 10 PLACE DE LA LIBERTE 24220 SAINT-CYPRIEN
881685705,88168570500017,,,96.01B,,12,,,,RUE,DU LOUP,24500,EYMET,,,24167,,,,,241670090_B,493727.93682889245,6399852.802347121,,A,,,96.01B,12 RUE DU LOUP 24500 EYMET
882463110,88246311000016,LAVANDERIA VERDE,,96.01B,,8,,,,ROUTE,DE BEAULIEU,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560030_B,516365.17920490267,6456604.642467442,,A,LUX LAVERIE,,96.01B,8 ROUTE DE BEAULIEU 24430 MARSAC-SUR-L'ISLE
882463110,88246311000024,LAVANDERIA VERDE,,96.01B,,15,,,,RUE,PIERRE MAGNE,24000,PERIGUEUX,,,24322,,,,,243223090_B,521427.5165622819,6456317.310540842,,A,,LAVERIE ATHENA,96.01B,15 RUE PIERRE MAGNE 24000 PERIGUEUX
882463110,88246311000032,LAVANDERIA VERDE,,96.01B,,326,,,,ROUTE,D'ANGOULEME,24000,PERIGUEUX,,,24322,,,,,243220230_B,517718.02777996403,6458275.548508948,,A,LAVERIE ELECTROLUX GOUR DE L'ARCHE,,96.01B,326 ROUTE D'ANGOULEME 24000 PERIGUEUX
882463110,88246311000040,LAVANDERIA VERDE,,96.01B,,122,,,,AVENUE,GEORGES POMPIDOU,24750,TRELISSAC,,,24557,,,,,245570098_B,522211.9415346243,6457739.577532037,,A,LUX LAVERIE EOS,,96.01B,122 AVENUE GEORGES POMPIDOU 24750 TRELISSAC
882463110,88246311000057,LAVANDERIA VERDE,,96.01B,,197,,,,ROUTE,DE GRAVELLE,24350,MENSIGNAC,,,24266,,,,,242660037_B,508428.0482397212,6461256.899391275,,A,LAVERIE ELECTROLUX MENSIGNAC,,96.01B,197 ROUTE DE GRAVELLE 24350 MENSIGNAC
882463110,88246311000065,LAVANDERIA VERDE,,96.01B,,11,,,,RUE,RAGUENEAU,24100,BERGERAC,,,24037,,,,,240373962_B,501935.54,6420320.37,,A,,LUX LAVERIE BERGERAC,96.01B,11 RUE RAGUENEAU 24100 BERGERAC
885018747,88501874700018,,,96.01B,,7,,,,RUE,DES ALLIES,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280010_B,519957.11985015357,6505238.950098806,,A,,PRESSING DES ORCHIDEES,96.01B,7 RUE DES ALLIES 24360 PIEGUT-PLUVIERS
892562596,89256259600015,[ND],[ND],96.01B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LAMONZIE-MONTASTRUC,,[ND],24224,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.01B, LAMONZIE-MONTASTRUC
894015155,89401515500027,CLERC EXPLOITATIONS,,68.20A,,1,,,,RUE,MALEVILLE,24000,PERIGUEUX,,,24322,,,,,243222530_B,520858.637247587,6456640.931724217,,A,,,96.01B,1 RUE MALEVILLE 24000 PERIGUEUX
894391176,89439117600027,MA LAV'RIT SAS,,96.01B,,86,,,,AVENUE,DU GENERAL DE GAULLE,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380600_B,518778.4948622291,6457265.818112489,,A,,MA LAV'RIT SAS,96.01B,86 AVENUE DU GENERAL DE GAULLE 24660 COULOUNIEIX-CHAMIERS
901862862,90186286200017,PCS LAV',,96.01B,,24,,,,RTE,DU PERIGORD,24680,GARDONNE,,,24194,,,,,,,,,A,,,96.01B,24 RTE DU PERIGORD 24680 GARDONNE
911426823,91142682300017,PRESS'ELLES,,96.01B,,154,,,,AVENUE,DE LA ROQUE,24100,CREYSSE,,,24145,,,,,241450065_B,505122.7371468814,6419779.114321333,,A,,,96.01B,154 AVENUE DE LA ROQUE 24100 CREYSSE
911885853,91188585300018,CLEAR PRESSING,,96.01B,,36,,,,ROUTE,DES GRANDS BRUTS,24750,TRELISSAC,,,24557,,,,,245570104_B,524537.3267293973,6459193.098188394,,A,,,96.01B,36 ROUTE DES GRANDS BRUTS 24750 TRELISSAC
911885853,91188585300026,CLEAR PRESSING,,96.01B,,,,,,,LES ROMAINS,24750,CHAMPCEVINEL,,,24098,,,,,24098B083_C,,,,A,AQUALOGIA,AQUALOGIA,96.01B, LES ROMAINS 24750 CHAMPCEVINEL
914397088,91439708800016,LAUNDRY SERVICES,,96.01B,,2,,,,IMP,DU SEMEUR,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,96.01B,2 IMP DU SEMEUR 24330 BOULAZAC ISLE MANOIRE
914397088,91439708800032,LAUNDRY SERVICES,,96.01B,,127,,,,RUE,PIERRE SEMARD,24000,PERIGUEUX,,,24322,,,,,243223100_B,519467.51790406974,6457937.905463954,,A,,,96.01B,127 RUE PIERRE SEMARD 24000 PERIGUEUX
917713901,91771390100028,O & S,,96.01B,,5290,,,,ROUTE,DE GOURDON,24200,CARSAC-AILLAC,,,24082,,,,,240820720_B,563676.8280704318,6416379.237712211,,A,,,96.01B,5290 ROUTE DE GOURDON 24200 CARSAC-AILLAC
922357074,92235707400017,,,96.01B,,6,,,,RUE,BRUNE,24300,NONTRON,,,24311,,,,,243110180_B,517605.34127849183,6494891.948641972,,A,EI DESMOND OPHELIE,LE PRESSING NONTRONNAIS,96.01B,6 RUE BRUNE 24300 NONTRON
924948490,92494849000017,SAS G-LAUNDRY,,96.01B,,8,,,,ROUTE,DE BEAULIEU,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560030_B,516365.18,6456604.64,,A,,LAVERIE DE MONTPON-MENESTEROL,96.01B,8 ROUTE DE BEAULIEU 24430 MARSAC-SUR-L'ISLE
924948490,92494849000025,SAS G-LAUNDRY,,96.01B,,21,,,,AVENUE,JEAN MOULIN,24700,MONTPON-MENESTEROL,,,24294,,,,,242940268_B,476682.37,6438461.0,,A,,LAVERIE DE MONTPON-MENESTEROL,96.01B,21 AVENUE JEAN MOULIN 24700 MONTPON-MENESTEROL
929148310,92914831000014,,,96.01B,,8,,,,LOTISSEMENT,DU BOURG ESPACE STEPHANE HESSEL,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241389y8x_B,518474.92,6453507.71,,A,,AYRAU COUSTILLAS JENNIFER,96.01B,8 LOTISSEMENT DU BOURG ESPACE STEPHANE HESSEL 24660 COULOUNIEIX-CHAMIERS
938492519,93849251900013,LAV'ART,,96.01B,MARSANEIX,952,,,,CHEMIN,DES VIGNES,24660,SANILHAC,,,24312,,,,,24312lykf_B,526201.71,6444170.54,,A,,,96.01B,MARSANEIX 952 CHEMIN DES VIGNES 24660 SANILHAC
939737003,93973700300011,,,96.01B,,25,,,,RUE,DU GOUVERNEUR GENERAL COURNARIE,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470151_B,566537.99,6449241.46,,A,,SNEAKERS PIKANTE,96.01B,25 RUE DU GOUVERNEUR GENERAL COURNARIE 24120 TERRASSON-LAVILLEDIEU
943908988,94390898800018,L'ATELIER DU PROPRE,,96.01B,,30,,,,RUE,EMILE COUNORD,24100,BERGERAC,,,24037,,,,,240371640_B,502307.97,6421177.0,,A,,,96.01B,30 RUE EMILE COUNORD 24100 BERGERAC
951478478,95147847800021,,,96.01B,,18,,,,RUE,DES MOBILES DE COULMIERS,24000,PERIGUEUX,,,24322,,,,,243222750_B,520255.43,6456691.95,,A,,,96.01B,18 RUE DES MOBILES DE COULMIERS 24000 PERIGUEUX
977594787,97759478700011,BLANCHISSERIE GOTTI,,96.01B,,2,,,,RUE,DU COMMANDANT RAYNAL,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200555_B,559142.6642212381,6421703.782308781,,A,,,96.01B,2 RUE DU COMMANDANT RAYNAL 24200 SARLAT-LA-CANEDA
978299592,97829959200011,,,96.01B,,1260,,,,ROUTE,GABRIEL PALUS,24320,VERTEILLAC,,,24573,,,,,245730690_B,493782.49452165986,6474134.626910336,,A,,,96.01B,1260 ROUTE GABRIEL PALUS 24320 VERTEILLAC
978426823,97842682300024,POUGET IMMOBILIER,,68.10Z,,25,B,,,AVENUE,VICTOR HUGO,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470281_B,566398.95,6449281.0,,A,,,96.01B,"25, B AVENUE VICTOR HUGO 24120 TERRASSON-LAVILLEDIEU"
979350790,97935079000015,PRESSING DU PONTET,,96.01B,,,,,,,LE PONTET,24200,SARLAT-LA-CANEDA,,,24520,,,,,24520B218_C,,,,A,,,96.01B, LE PONTET 24200 SARLAT-LA-CANEDA
983351131,98335113100013,[ND],[ND],96.01B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOULAZAC ISLE MANOIRE,,[ND],24053,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.01B, BOULAZAC ISLE MANOIRE
983367350,98336735000011,[ND],[ND],96.01B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GROLEJAC,,[ND],24207,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.01B, GROLEJAC
987471430,98747143000015,PRESSING LASTERE,,96.01B,,12,,,,RUE,JULES THEULIER,24800,THIVIERS,,,24551,,,,,245510600_B,537279.5,6481530.05,,A,PRESSING LASTERE,,96.01B,12 RUE JULES THEULIER 24800 THIVIERS
987669405,98766940500019,,,96.01B,24170,,,,,IMP,DU CERF,24170,PAYS DE BELVES,,,24035,,,,,,,,,A,,BOURHANE SERVICE,96.01B,24170  IMP DU CERF 24170 PAYS DE BELVES
301106290,30110629000010,,ALEXIS,96.02A,,8,,,,RUE,DU GOUVERNEUR GENERAL COURNARIE,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470151_B,566555.5687307104,6449221.528177345,,A,,,96.02A,8 RUE DU GOUVERNEUR GENERAL COURNARIE 24120 TERRASSON-LAVILLEDIEU
